dane,codigo,municipio,departamento,pregunta_numero,potencial,validos,nulos,no_marcados,si,no,fraccion_potencial
52354,23064,Imues,Nariño,5,6469,2245,6,61,2236,9,0.3573968155820065
52354,23064,Imues,Nariño,6,6469,2236,5,71,2222,14,0.3573968155820065
52354,23064,Imues,Nariño,7,6469,2186,5,121,2168,18,0.3573968155820065
52356,23067,Ipiales,Nariño,1,95627,31426,76,371,31264,162,0.3333054472063329
52356,23067,Ipiales,Nariño,2,95627,31340,61,563,31223,117,0.33425706129022137
52356,23067,Ipiales,Nariño,3,95627,31384,58,412,31219,165,0.3331067585514551
52356,23067,Ipiales,Nariño,4,95627,31502,58,411,31339,163,0.3343302623735974
52356,23067,Ipiales,Nariño,5,95627,31400,58,394,31292,108,0.33308584395620483
52356,23067,Ipiales,Nariño,6,95627,31340,56,455,31189,151,0.33307538665857966
52356,23067,Ipiales,Nariño,7,95627,31078,66,692,30858,220,0.33291852719420245
52378,23073,La Cruz,Nariño,1,13561,5435,15,76,5418,17,0.40749207285598404
52378,23073,La Cruz,Nariño,2,13561,5435,16,77,5416,19,0.40763955460511764
52378,23073,La Cruz,Nariño,3,13561,5433,7,86,5413,20,0.40749207285598404
52378,23073,La Cruz,Nariño,4,13561,5430,10,86,5411,19,0.40749207285598404
52378,23073,La Cruz,Nariño,5,13561,5431,8,104,5417,14,0.4087456677236192
52378,23073,La Cruz,Nariño,6,13561,5423,8,95,5406,17,0.40749207285598404
52378,23073,La Cruz,Nariño,7,13561,5359,11,147,5331,28,0.4068284049848831
52381,23076,La Florida,Nariño,1,9071,3991,8,40,3979,12,0.445265130636093
52381,23076,La Florida,Nariño,2,9071,3993,5,41,3972,21,0.445265130636093
52381,23076,La Florida,Nariño,3,9071,3991,4,44,3974,17,0.445265130636093
52381,23076,La Florida,Nariño,4,9071,3993,4,42,3982,11,0.445265130636093
52381,23076,La Florida,Nariño,5,9071,3991,3,45,3980,11,0.445265130636093
52381,23076,La Florida,Nariño,6,9071,3985,4,51,3971,14,0.445375372064822
52381,23076,La Florida,Nariño,7,9071,3931,4,104,3915,16,0.445265130636093
52385,23077,La Llanada,Nariño,1,3434,1275,3,14,1267,8,0.37623762376237624
52385,23077,La Llanada,Nariño,2,3434,1273,3,26,1268,5,0.3791496796738497
52385,23077,La Llanada,Nariño,3,3434,1269,4,29,1263,6,0.3791496796738497
52385,23077,La Llanada,Nariño,4,3434,1269,3,30,1263,6,0.3791496796738497
52385,23077,La Llanada,Nariño,5,3434,1269,8,31,1265,4,0.3808969132207338
52385,23077,La Llanada,Nariño,6,3434,1266,2,34,1258,8,0.3791496796738497
52385,23077,La Llanada,Nariño,7,3434,1242,2,58,1231,11,0.3791496796738497
52390,23078,La Tola,Nariño,1,5246,899,6,27,890,9,0.1776591688905833
52390,23078,La Tola,Nariño,2,5246,899,3,30,887,12,0.1776591688905833
52390,23078,La Tola,Nariño,3,5246,890,3,39,883,7,0.1776591688905833
52390,23078,La Tola,Nariño,4,5246,892,4,36,887,5,0.1776591688905833
52390,23078,La Tola,Nariño,5,5246,888,3,41,884,4,0.1776591688905833
52390,23078,La Tola,Nariño,6,5246,885,4,43,878,7,0.1776591688905833
52390,23078,La Tola,Nariño,7,5246,874,5,52,866,8,0.17746854746473503
52399,23079,La Union,Nariño,1,22134,8110,36,145,8080,30,0.37458209090087646
52399,23079,La Union,Nariño,2,22134,8094,32,165,8068,26,0.37458209090087646
52399,23079,La Union,Nariño,3,22134,8090,31,171,8063,27,0.3746272702629439
52399,23079,La Union,Nariño,4,22134,8093,27,165,8064,29,0.37431101472847206
52399,23079,La Union,Nariño,5,22134,7949,28,167,7929,20,0.36794072467696753
52399,23079,La Union,Nariño,6,22134,8003,28,194,7978,25,0.37160025300442756
52399,23079,La Union,Nariño,7,22134,7872,27,308,7835,37,0.37078702448721423
52405,23080,Leiva,Nariño,1,7358,1951,1,8,1944,7,0.2663767328078282
52405,23080,Leiva,Nariño,2,7358,1950,0,10,1942,8,0.2663767328078282
52405,23080,Leiva,Nariño,3,7358,1948,0,12,1942,6,0.2663767328078282
52405,23080,Leiva,Nariño,4,7358,1948,0,12,1942,6,0.2663767328078282
52405,23080,Leiva,Nariño,5,7358,1950,0,10,1944,6,0.2663767328078282
52405,23080,Leiva,Nariño,6,7358,1949,1,10,1945,4,0.2663767328078282
52405,23080,Leiva,Nariño,7,7358,1944,1,15,1937,7,0.2663767328078282
52411,23082,Linares,Nariño,1,8468,3640,8,34,3629,11,0.4348134152102031
52411,23082,Linares,Nariño,2,8468,3740,6,35,3730,10,0.44650448748228627
52411,23082,Linares,Nariño,3,8468,3737,8,37,3729,8,0.4466225791213982
52411,23082,Linares,Nariño,4,8468,3740,5,35,3734,6,0.4463863958431743
52411,23082,Linares,Nariño,5,8468,3741,5,34,3733,8,0.4463863958431743
52411,23082,Linares,Nariño,6,8468,3737,3,40,3727,10,0.4463863958431743
52411,23082,Linares,Nariño,7,8468,3672,5,93,3665,7,0.4452054794520548
52418,23085,Los Andes (sotomayor),Nariño,1,7338,3060,10,58,3050,10,0.4262741891523576
52418,23085,Los Andes (sotomayor),Nariño,2,7338,3080,9,59,3070,10,0.4289997274461706
52418,23085,Los Andes (sotomayor),Nariño,3,7338,3079,8,71,3069,10,0.4303624965930771
52418,23085,Los Andes (sotomayor),Nariño,4,7338,3074,6,68,3061,13,0.4289997274461706
52418,23085,Los Andes (sotomayor),Nariño,5,7338,3089,4,65,3084,5,0.4303624965930771
52418,23085,Los Andes (sotomayor),Nariño,6,7338,3083,6,69,3076,7,0.4303624965930771
52418,23085,Los Andes (sotomayor),Nariño,7,7338,3024,3,131,3018,6,0.4303624965930771
52427,23088,Magui (payan),Nariño,1,6621,567,1,3,561,6,0.08624074913155112
52427,23088,Magui (payan),Nariño,2,6621,566,1,4,564,2,0.08624074913155112
52427,23088,Magui (payan),Nariño,3,6621,566,1,4,560,6,0.08624074913155112
52427,23088,Magui (payan),Nariño,4,6621,566,1,4,565,1,0.08624074913155112
52427,23088,Magui (payan),Nariño,5,6621,566,1,4,564,2,0.08624074913155112
52427,23088,Magui (payan),Nariño,6,6621,566,1,4,565,1,0.08624074913155112
52427,23088,Magui (payan),Nariño,7,6621,566,1,4,563,3,0.08624074913155112
52435,23091,Mallama (piedrancha),Nariño,1,6062,1880,5,21,1874,6,0.3144176839326955
52435,23091,Mallama (piedrancha),Nariño,2,6062,1879,3,24,1868,11,0.3144176839326955
52435,23091,Mallama (piedrancha),Nariño,3,6062,1879,2,25,1871,8,0.3144176839326955
52435,23091,Mallama (piedrancha),Nariño,4,6062,1879,3,24,1874,5,0.3144176839326955
52435,23091,Mallama (piedrancha),Nariño,5,6062,1881,2,24,1876,5,0.314582645991422
52435,23091,Mallama (piedrancha),Nariño,6,6062,1873,2,31,1863,10,0.3144176839326955
52435,23091,Mallama (piedrancha),Nariño,7,6062,1860,2,44,1857,3,0.3144176839326955
52473,23094,Mosquera,Nariño,1,6054,1120,4,18,1108,12,0.1886356128179716
52473,23094,Mosquera,Nariño,2,6054,1119,6,59,1112,7,0.19557317476048894
52473,23094,Mosquera,Nariño,3,6054,1084,6,21,1074,10,0.1835150313842088
52473,23094,Mosquera,Nariño,4,6054,1117,5,19,1111,6,0.18847043277172118
52473,23094,Mosquera,Nariño,5,6054,1115,4,22,1107,8,0.18847043277172118
52473,23094,Mosquera,Nariño,6,6054,1117,3,21,1107,10,0.18847043277172118
52473,23094,Mosquera,Nariño,7,6054,1114,3,24,1100,14,0.18847043277172118
52480,23096,Nariño,Nariño,1,5762,2179,4,29,2171,8,0.3838944810829573
52480,23096,Nariño,Nariño,2,5762,2176,1,35,2171,5,0.3838944810829573
52480,23096,Nariño,Nariño,3,5762,2178,1,32,2173,5,0.38372093023255816
52480,23096,Nariño,Nariño,4,5762,2173,2,37,2167,6,0.3838944810829573
52480,23096,Nariño,Nariño,5,5762,2176,1,35,2170,6,0.3838944810829573
52480,23096,Nariño,Nariño,6,5762,2173,1,38,2167,6,0.3838944810829573
52480,23096,Nariño,Nariño,7,5762,2137,2,73,2128,9,0.3838944810829573
52490,23095,Olaya Herrera,Nariño,1,13993,1745,8,27,1723,22,0.12720646037304367
52490,23095,Olaya Herrera,Nariño,2,13993,1744,7,62,1721,23,0.1295647823911956
52490,23095,Olaya Herrera,Nariño,3,13993,1718,9,33,1695,23,0.12577717430143642
52490,23095,Olaya Herrera,Nariño,4,13993,1849,7,32,1727,122,0.1349246051597227
52490,23095,Olaya Herrera,Nariño,5,13993,1736,8,37,1722,14,0.12727792467662402
52490,23095,Olaya Herrera,Nariño,6,13993,1738,8,35,1718,20,0.12727792467662402
52490,23095,Olaya Herrera,Nariño,7,13993,1732,9,39,1706,26,0.12720646037304367
52506,23097,Ospina,Nariño,1,5756,1729,2,27,1718,11,0.3054204308547602
52506,23097,Ospina,Nariño,2,5756,1729,2,27,1721,8,0.3054204308547602
52506,23097,Ospina,Nariño,3,5756,1724,2,32,1716,8,0.3054204308547602
52506,23097,Ospina,Nariño,4,5756,1727,2,29,1720,7,0.3054204308547602
52506,23097,Ospina,Nariño,5,5756,1727,3,28,1721,6,0.3054204308547602
52506,23097,Ospina,Nariño,6,5756,1726,2,30,1719,7,0.3054204308547602
52506,23097,Ospina,Nariño,7,5756,1686,4,68,1679,7,0.3054204308547602
52001,23001,Pasto,Nariño,1,288869,135438,202,826,134679,759,0.47241483163648573
52001,23001,Pasto,Nariño,2,288869,135346,177,963,134953,393,0.4724840671723169
52001,23001,Pasto,Nariño,3,288869,135319,156,976,134795,524,0.4723629049846124
52001,23001,Pasto,Nariño,4,288869,135348,129,1153,134779,569,0.47298256303030095
52001,23001,Pasto,Nariño,5,288869,135453,134,926,135137,316,0.4725775351456889
52001,23001,Pasto,Nariño,6,288869,135158,152,1188,134729,429,0.47252560849381553
52001,23001,Pasto,Nariño,7,288869,134051,150,2203,133388,663,0.47220020147540925
52540,23098,Policarpa,Nariño,1,9592,2866,0,5,2862,4,0.2993119266055046
52540,23098,Policarpa,Nariño,2,9592,2863,2,6,2859,4,0.2993119266055046
52540,23098,Policarpa,Nariño,3,9592,2866,0,5,2861,5,0.2993119266055046
52540,23098,Policarpa,Nariño,4,9592,2864,0,7,2860,4,0.2993119266055046
52540,23098,Policarpa,Nariño,5,9592,2865,0,6,2861,4,0.2993119266055046
52540,23098,Policarpa,Nariño,6,9592,2863,0,8,2858,5,0.2993119266055046
52540,23098,Policarpa,Nariño,7,9592,2858,2,11,2853,5,0.2993119266055046
52560,23100,Potosi,Nariño,1,9652,3307,6,53,3287,20,0.3487360132615002
52560,23100,Potosi,Nariño,2,9652,3313,6,57,3300,13,0.34977206796518856
52560,23100,Potosi,Nariño,3,9652,3311,4,61,3296,15,0.34977206796518856
52560,23100,Potosi,Nariño,4,9652,3310,5,61,3300,10,0.34977206796518856
52560,23100,Potosi,Nariño,5,9652,3316,4,56,3305,11,0.34977206796518856
52560,23100,Potosi,Nariño,6,9652,3306,7,67,3286,20,0.3501864898466639
52560,23100,Potosi,Nariño,7,9652,3256,8,112,3227,29,0.34977206796518856
52565,23101,Providencia,Nariño,1,4525,1987,6,22,1975,12,0.4453038674033149
52565,23101,Providencia,Nariño,2,4525,1984,4,27,1972,12,0.4453038674033149
52565,23101,Providencia,Nariño,3,4525,1982,6,27,1971,11,0.4453038674033149
52565,23101,Providencia,Nariño,4,4525,1981,5,29,1973,8,0.4453038674033149
52565,23101,Providencia,Nariño,5,4525,1984,3,28,1975,9,0.4453038674033149
52565,23101,Providencia,Nariño,6,4525,1981,3,31,1973,8,0.4453038674033149
52565,23101,Providencia,Nariño,7,4525,1944,4,67,1935,9,0.4453038674033149
52573,23103,Puerres,Nariño,1,7733,3376,8,45,3367,9,0.4434242855295487
52573,23103,Puerres,Nariño,2,7733,3284,3,52,3276,8,0.4317858528384844
52573,23103,Puerres,Nariño,3,7733,3381,4,54,3367,14,0.44471744471744473
52573,23103,Puerres,Nariño,4,7733,3372,4,53,3365,7,0.4434242855295487
52573,23103,Puerres,Nariño,5,7733,3368,4,57,3362,6,0.4434242855295487
52573,23103,Puerres,Nariño,6,7733,3363,3,61,3355,8,0.4431656536919695
52573,23103,Puerres,Nariño,7,7733,3305,2,122,3290,15,0.4434242855295487
52585,23106,Pupiales,Nariño,1,14664,6237,11,86,6208,29,0.4319421713038734
52585,23106,Pupiales,Nariño,2,14664,6238,9,86,6218,20,0.431873977086743
52585,23106,Pupiales,Nariño,3,14664,6220,6,106,6195,25,0.43180578286961263
52585,23106,Pupiales,Nariño,4,14664,6236,5,93,6212,24,0.4319421713038734
52585,23106,Pupiales,Nariño,5,14664,6238,7,89,6220,18,0.4319421713038734
52585,23106,Pupiales,Nariño,6,14664,6221,5,108,6193,28,0.4319421713038734
52585,23106,Pupiales,Nariño,7,14664,6102,7,336,6067,35,0.43951172940534644
52612,23109,Ricaurte,Nariño,1,15218,2587,7,38,2570,17,0.17295308187672492
52612,23109,Ricaurte,Nariño,2,15218,2584,5,45,2565,19,0.17308450519122093
52612,23109,Ricaurte,Nariño,3,15218,2581,3,44,2565,16,0.17269023524773294
52612,23109,Ricaurte,Nariño,4,15218,2579,10,48,2562,17,0.1732816401629649
52612,23109,Ricaurte,Nariño,5,15218,2577,4,50,2563,14,0.17288737021947695
52612,23109,Ricaurte,Nariño,6,15218,2576,2,53,2557,19,0.17288737021947695
52612,23109,Ricaurte,Nariño,7,15218,2559,4,67,2526,33,0.17282165856222895
52621,23112,Roberto Payan (san Jose),Nariño,1,8525,1029,5,10,1019,10,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,2,8525,1030,5,9,1020,10,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,3,8525,1029,6,9,1018,11,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,4,8525,1030,6,8,1023,7,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,5,8525,1030,5,9,1022,8,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,6,8525,1029,6,9,1021,8,0.1224633431085044
52621,23112,Roberto Payan (san Jose),Nariño,7,8525,1029,7,10,1019,10,0.12269794721407624
52678,23115,Samaniego,Nariño,1,22209,7583,14,25,7564,19,0.34319420054932687
52678,23115,Samaniego,Nariño,2,22209,7578,15,30,7558,20,0.34323922734026746
52678,23115,Samaniego,Nariño,3,22209,7580,14,29,7557,23,0.34323922734026746
52678,23115,Samaniego,Nariño,4,22209,7577,12,33,7559,18,0.34319420054932687
52678,23115,Samaniego,Nariño,5,22209,7584,12,26,7567,17,0.34319420054932687
52678,23115,Samaniego,Nariño,6,22209,7582,11,29,7565,17,0.34319420054932687
52678,23115,Samaniego,Nariño,7,22209,7546,14,62,7521,25,0.34319420054932687
52685,23120,San Bernardo,Nariño,1,6375,2791,6,39,2780,11,0.4448627450980392
52685,23120,San Bernardo,Nariño,2,6375,2790,6,40,2778,12,0.4448627450980392
52685,23120,San Bernardo,Nariño,3,6375,2788,12,36,2779,9,0.4448627450980392
52685,23120,San Bernardo,Nariño,4,6375,2789,6,41,2777,12,0.4448627450980392
52685,23120,San Bernardo,Nariño,5,6375,2788,6,42,2778,10,0.4448627450980392
52685,23120,San Bernardo,Nariño,6,6375,2785,6,45,2772,13,0.4448627450980392
52685,23120,San Bernardo,Nariño,7,6375,2764,6,56,2745,19,0.44329411764705884
52687,23121,San Lorenzo,Nariño,1,12913,5408,17,86,5384,24,0.42677921474483077
52687,23121,San Lorenzo,Nariño,2,12913,5397,11,103,5379,18,0.42677921474483077
52687,23121,San Lorenzo,Nariño,3,12913,5391,11,109,5370,21,0.42677921474483077
52687,23121,San Lorenzo,Nariño,4,12913,5396,12,103,5377,19,0.42677921474483077
52687,23121,San Lorenzo,Nariño,5,12913,5391,12,109,5377,14,0.4268566560830171
52687,23121,San Lorenzo,Nariño,6,12913,5373,14,127,5357,16,0.42701153875938974
52687,23121,San Lorenzo,Nariño,7,12913,5291,16,184,5270,21,0.4252303879811043
52693,23124,San Pablo,Nariño,1,11481,4006,7,58,3994,12,0.3545858374706036
52693,23124,San Pablo,Nariño,2,11481,4007,5,59,3992,15,0.3545858374706036
52693,23124,San Pablo,Nariño,3,11481,4002,5,64,3990,12,0.3545858374706036
52693,23124,San Pablo,Nariño,4,11481,4003,8,60,3986,17,0.3545858374706036
52693,23124,San Pablo,Nariño,5,11481,4003,6,63,3991,12,0.3546729378973957
52693,23124,San Pablo,Nariño,6,11481,4001,5,65,3983,18,0.3545858374706036
52693,23124,San Pablo,Nariño,7,11481,3957,8,106,3943,14,0.3545858374706036
52694,23123,San Pedro De Cartago,Nariño,1,5424,1933,3,26,1930,3,0.36172566371681414
52694,23123,San Pedro De Cartago,Nariño,2,5424,1930,1,31,1923,7,0.36172566371681414
52694,23123,San Pedro De Cartago,Nariño,3,5424,1927,1,34,1921,6,0.36172566371681414
52694,23123,San Pedro De Cartago,Nariño,4,5424,1927,5,34,1923,4,0.36246312684365783
52694,23123,San Pedro De Cartago,Nariño,5,5424,1927,1,34,1921,6,0.36172566371681414
52694,23123,San Pedro De Cartago,Nariño,6,5424,1924,1,37,1920,4,0.36172566371681414
52694,23123,San Pedro De Cartago,Nariño,7,5424,1775,1,48,1766,9,0.336283185840708
52683,23118,Sandona,Nariño,1,16291,6846,18,49,6815,31,0.4243447302191394
52683,23118,Sandona,Nariño,2,16291,6829,18,57,6806,23,0.42379227794487756
52683,23118,Sandona,Nariño,3,16291,6825,14,64,6801,24,0.4237308943588484
52683,23118,Sandona,Nariño,4,16291,6828,14,61,6803,25,0.4237308943588484
52683,23118,Sandona,Nariño,5,16291,6827,14,62,6805,22,0.4237308943588484
52683,23118,Sandona,Nariño,6,16291,6817,13,73,6795,22,0.4237308943588484
52683,23118,Sandona,Nariño,7,16291,6726,13,164,6699,27,0.4237308943588484
52696,23125,Santa Barbara (iscuande),Nariño,1,7369,786,2,10,778,8,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,2,7369,786,2,10,779,7,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,3,7369,787,2,9,778,9,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,4,7369,785,3,10,778,7,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,5,7369,787,3,8,780,7,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,6,7369,786,2,10,780,6,0.10829149138281992
52696,23125,Santa Barbara (iscuande),Nariño,7,7369,787,2,10,778,9,0.10842719500610666
52699,23127,Santacruz (guachaves),Nariño,1,7054,1885,8,35,1876,9,0.27332010206974766
52699,23127,Santacruz (guachaves),Nariño,2,7054,1876,9,33,1865,11,0.27190246668556844
52699,23127,Santacruz (guachaves),Nariño,3,7054,1870,9,39,1858,12,0.27190246668556844
52699,23127,Santacruz (guachaves),Nariño,4,7054,1872,11,37,1864,8,0.2721859937624043
52699,23127,Santacruz (guachaves),Nariño,5,7054,1773,8,39,1764,9,0.25800963992061243
52699,23127,Santacruz (guachaves),Nariño,6,7054,1864,7,47,1856,8,0.27190246668556844
52699,23127,Santacruz (guachaves),Nariño,7,7054,1836,7,79,1826,10,0.27246952083924014
52720,23130,Sapuyes,Nariño,1,5579,2176,0,35,2166,10,0.39630758200394334
52720,23130,Sapuyes,Nariño,2,5579,2180,0,31,2171,9,0.39630758200394334
52720,23130,Sapuyes,Nariño,3,5579,2176,1,35,2170,6,0.39648682559598497
52720,23130,Sapuyes,Nariño,4,5579,2176,1,34,2168,8,0.39630758200394334
52720,23130,Sapuyes,Nariño,5,5579,2178,0,33,2170,8,0.39630758200394334
52720,23130,Sapuyes,Nariño,6,5579,2162,0,39,2156,6,0.3945151460835275
52720,23130,Sapuyes,Nariño,7,5579,2104,0,107,2097,7,0.39630758200394334
52786,23133,Taminango,Nariño,1,13573,5551,8,73,5528,23,0.41494142783467175
52786,23133,Taminango,Nariño,2,13573,5549,7,80,5528,21,0.41523613055330433
52786,23133,Taminango,Nariño,3,13573,5548,7,81,5525,23,0.41523613055330433
52786,23133,Taminango,Nariño,4,13573,5448,6,82,5427,21,0.4078685625874899
52786,23133,Taminango,Nariño,5,13573,5547,7,82,5527,20,0.41523613055330433
52786,23133,Taminango,Nariño,6,13573,5538,6,91,5518,20,0.4151624548736462
52786,23133,Taminango,Nariño,7,13573,5462,7,168,5435,27,0.4153098062329625
52788,23136,Tangua,Nariño,1,9752,3058,4,36,3041,17,0.31767842493847415
52788,23136,Tangua,Nariño,2,9752,3055,4,39,3044,11,0.31767842493847415
52788,23136,Tangua,Nariño,3,9752,3053,3,42,3040,13,0.31767842493847415
52788,23136,Tangua,Nariño,4,9752,3052,3,43,3041,11,0.31767842493847415
52788,23136,Tangua,Nariño,5,9752,3057,3,38,3050,7,0.31767842493847415
52788,23136,Tangua,Nariño,6,9752,3049,5,43,3036,13,0.31757588187038555
52788,23136,Tangua,Nariño,7,9752,3024,4,60,3003,21,0.3166529942575882
52835,23139,Tumaco,Nariño,1,124768,24735,103,356,24544,191,0.20192677609643497
52835,23139,Tumaco,Nariño,2,124768,24685,111,376,24542,143,0.2017504488330341
52835,23139,Tumaco,Nariño,3,124768,24633,99,442,24462,171,0.20176647858425237
52835,23139,Tumaco,Nariño,4,124768,24612,96,455,24471,141,0.20167831495255192
52835,23139,Tumaco,Nariño,5,124768,24629,97,444,24496,133,0.20173441908181586
52835,23139,Tumaco,Nariño,6,124768,24651,93,474,24503,148,0.20211913311105412
52835,23139,Tumaco,Nariño,7,124768,24454,101,618,24233,221,0.20175846370864325
52838,23142,Tuquerres,Nariño,1,34718,12131,22,202,12076,55,0.35586727346045277
52838,23142,Tuquerres,Nariño,2,34718,12024,23,290,11977,47,0.3553488104153465
52838,23142,Tuquerres,Nariño,3,34718,12119,15,234,12051,68,0.35624171899302953
52838,23142,Tuquerres,Nariño,4,34718,12110,18,239,12058,52,0.35621291549052364
52838,23142,Tuquerres,Nariño,5,34718,12130,17,225,12089,41,0.35635693300305316
52838,23142,Tuquerres,Nariño,6,34718,12093,17,258,12040,53,0.35624171899302953
52838,23142,Tuquerres,Nariño,7,34718,11907,15,434,11849,58,0.3558960769629587
52885,23145,Yacuanquer,Nariño,1,8369,3554,7,60,3537,17,0.432668180188792
52885,23145,Yacuanquer,Nariño,2,8369,3548,7,58,3529,19,0.43171227147807384
52885,23145,Yacuanquer,Nariño,3,8369,3543,8,62,3525,18,0.43171227147807384
52885,23145,Yacuanquer,Nariño,4,8369,3543,6,64,3527,16,0.43171227147807384
52885,23145,Yacuanquer,Nariño,5,8369,3544,7,62,3530,14,0.43171227147807384
52885,23145,Yacuanquer,Nariño,6,8369,3538,6,69,3522,16,0.43171227147807384
52885,23145,Yacuanquer,Nariño,7,8369,3493,9,112,3475,18,0.4318317600669136
54003,25004,Abrego,Norte De San,1,22211,5016,12,69,4978,38,0.22948088784836343
54003,25004,Abrego,Norte De San,2,22211,4992,7,98,4967,25,0.22948088784836343
54003,25004,Abrego,Norte De San,3,22211,4996,7,104,4960,36,0.22993111521318266
54003,25004,Abrego,Norte De San,4,22211,4994,5,108,4944,50,0.22993111521318266
54003,25004,Abrego,Norte De San,5,22211,5005,5,97,4966,39,0.22993111521318266
54003,25004,Abrego,Norte De San,6,22211,4987,5,105,4957,30,0.22948088784836343
54003,25004,Abrego,Norte De San,7,22211,4956,5,146,4893,63,0.22993111521318266
54051,25007,Arboledas,Norte De San,1,6993,2176,18,53,2151,25,0.3213213213213213
54051,25007,Arboledas,Norte De San,2,6993,2172,14,61,2153,19,0.3213213213213213
54051,25007,Arboledas,Norte De San,3,6993,2163,16,68,2146,17,0.3213213213213213
54051,25007,Arboledas,Norte De San,4,6993,2162,15,70,2140,22,0.3213213213213213
54051,25007,Arboledas,Norte De San,5,6993,2166,13,68,2150,16,0.3213213213213213
54051,25007,Arboledas,Norte De San,6,6993,2152,14,81,2128,24,0.3213213213213213
54051,25007,Arboledas,Norte De San,7,6993,2106,14,127,2078,28,0.3213213213213213
54099,25010,Bochalema,Norte De San,1,6513,2051,1,27,2033,18,0.319207738369415
54099,25010,Bochalema,Norte De San,2,6513,2046,2,31,2034,12,0.319207738369415
54099,25010,Bochalema,Norte De San,3,6513,2044,2,33,2020,24,0.319207738369415
54099,25010,Bochalema,Norte De San,4,6513,2045,1,33,2022,23,0.319207738369415
54099,25010,Bochalema,Norte De San,5,6513,2043,3,31,2031,12,0.3189006602180255
54099,25010,Bochalema,Norte De San,6,6513,2039,3,37,2022,17,0.319207738369415
54099,25010,Bochalema,Norte De San,7,6513,2017,2,60,1982,35,0.319207738369415
54109,25013,Bucarasica,Norte De San,1,4120,1144,3,27,1135,9,0.2849514563106796
54109,25013,Bucarasica,Norte De San,2,4120,1145,2,27,1136,9,0.2849514563106796
54109,25013,Bucarasica,Norte De San,3,4120,1141,1,32,1133,8,0.2849514563106796
54109,25013,Bucarasica,Norte De San,4,4120,1140,2,32,1132,8,0.2849514563106796
54109,25013,Bucarasica,Norte De San,5,4120,1139,1,34,1133,6,0.2849514563106796
54109,25013,Bucarasica,Norte De San,6,4120,1132,2,40,1126,6,0.2849514563106796
54109,25013,Bucarasica,Norte De San,7,4120,1124,1,49,1107,17,0.2849514563106796
54128,25019,Cachira,Norte De San,1,7013,1689,6,33,1669,20,0.2463995437045487
54128,25019,Cachira,Norte De San,2,7013,1724,7,39,1706,18,0.2523884215029231
54128,25019,Cachira,Norte De San,3,7013,1670,5,53,1654,16,0.2463995437045487
54128,25019,Cachira,Norte De San,4,7013,1670,6,52,1646,24,0.2463995437045487
54128,25019,Cachira,Norte De San,5,7013,1674,4,50,1661,13,0.2463995437045487
54128,25019,Cachira,Norte De San,6,7013,1664,3,61,1640,24,0.2463995437045487
54128,25019,Cachira,Norte De San,7,7013,1633,2,93,1604,29,0.2463995437045487
54125,25016,Cacota,Norte De San,1,2231,650,2,10,644,6,0.2967279246974451
54125,25016,Cacota,Norte De San,2,2231,648,1,13,642,6,0.2967279246974451
54125,25016,Cacota,Norte De San,3,2231,649,0,13,644,5,0.2967279246974451
54125,25016,Cacota,Norte De San,4,2231,646,1,15,641,5,0.2967279246974451
54125,25016,Cacota,Norte De San,5,2231,651,0,11,648,3,0.2967279246974451
54125,25016,Cacota,Norte De San,6,2231,645,0,17,641,4,0.2967279246974451
54125,25016,Cacota,Norte De San,7,2231,626,0,36,612,14,0.2967279246974451
54172,25028,Chinacota,Norte De San,1,12801,4487,11,65,4452,35,0.3564565268338411
54172,25028,Chinacota,Norte De San,2,12801,4479,12,72,4456,23,0.3564565268338411
54172,25028,Chinacota,Norte De San,3,12801,4473,9,82,4449,24,0.3565346457308023
54172,25028,Chinacota,Norte De San,4,12801,4469,6,88,4443,26,0.3564565268338411
54172,25028,Chinacota,Norte De San,5,12801,4477,8,80,4456,21,0.3566127646277635
54172,25028,Chinacota,Norte De San,6,12801,4465,6,92,4430,35,0.3564565268338411
54172,25028,Chinacota,Norte De San,7,12801,4405,5,153,4337,68,0.3564565268338411
54174,25031,Chitaga,Norte De San,1,8040,2690,6,40,2681,9,0.3402985074626866
54174,25031,Chitaga,Norte De San,2,8040,2698,5,42,2690,8,0.3414179104477612
54174,25031,Chitaga,Norte De San,3,8040,2688,1,47,2679,9,0.3402985074626866
54174,25031,Chitaga,Norte De San,4,8040,2688,2,46,2677,11,0.3402985074626866
54174,25031,Chitaga,Norte De San,5,8040,2687,3,46,2675,12,0.3402985074626866
54174,25031,Chitaga,Norte De San,6,8040,2684,3,49,2674,10,0.3402985074626866
54174,25031,Chitaga,Norte De San,7,8040,2629,1,106,2614,15,0.3402985074626866
54206,25022,Convencion,Norte De San,1,15432,2346,10,28,2314,32,0.15448418869880767
54206,25022,Convencion,Norte De San,2,15432,2339,8,37,2320,19,0.15448418869880767
