dane,codigo,municipio,departamento,pregunta_numero,potencial,validos,nulos,no_marcados,si,no,fraccion_potencial
91263,60010,El Encanto,Amazonas,1,776,95,0,1,93,2,0.12371134020618557
91263,60010,El Encanto,Amazonas,2,776,95,0,1,92,3,0.12371134020618557
91263,60010,El Encanto,Amazonas,3,776,95,0,1,93,2,0.12371134020618557
91263,60010,El Encanto,Amazonas,4,776,91,0,5,90,1,0.12371134020618557
91263,60010,El Encanto,Amazonas,5,776,94,0,2,93,1,0.12371134020618557
91263,60010,El Encanto,Amazonas,6,776,94,0,2,92,2,0.12371134020618557
91263,60010,El Encanto,Amazonas,7,776,94,0,2,92,2,0.12371134020618557
91405,60013,La Chorrera,Amazonas,1,1059,316,3,6,311,5,0.3068932955618508
91405,60013,La Chorrera,Amazonas,2,1059,315,3,7,309,6,0.3068932955618508
91405,60013,La Chorrera,Amazonas,3,1059,314,3,8,309,5,0.3068932955618508
91405,60013,La Chorrera,Amazonas,4,1059,314,3,8,310,4,0.3068932955618508
91405,60013,La Chorrera,Amazonas,5,1059,315,3,7,310,5,0.3068932955618508
91405,60013,La Chorrera,Amazonas,6,1059,313,3,9,307,6,0.3068932955618508
91405,60013,La Chorrera,Amazonas,7,1059,310,4,11,301,9,0.3068932955618508
91407,60016,La Pedrera,Amazonas,1,966,77,0,4,76,1,0.08385093167701864
91407,60016,La Pedrera,Amazonas,2,966,77,0,4,76,1,0.08385093167701864
91407,60016,La Pedrera,Amazonas,3,966,76,0,5,76,0,0.08385093167701864
91407,60016,La Pedrera,Amazonas,4,966,77,0,4,77,0,0.08385093167701864
91407,60016,La Pedrera,Amazonas,5,966,75,1,5,75,0,0.08385093167701864
91407,60016,La Pedrera,Amazonas,6,966,76,0,5,76,0,0.08385093167701864
91407,60016,La Pedrera,Amazonas,7,966,76,0,5,76,0,0.08385093167701864
91430,60017,La Victoria,Amazonas,1,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,2,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,3,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,4,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,5,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,6,61,12,1,0,10,2,0.21311475409836064
91430,60017,La Victoria,Amazonas,7,61,12,1,0,10,2,0.21311475409836064
91001,60001,Leticia,Amazonas,1,36494,6894,16,155,6804,90,0.1935934674193018
91001,60001,Leticia,Amazonas,2,36494,6882,15,166,6815,67,0.19353866388995453
91001,60001,Leticia,Amazonas,3,36494,6870,11,184,6802,68,0.1935934674193018
91001,60001,Leticia,Amazonas,4,36494,6868,9,190,6809,59,0.1936482709486491
91001,60001,Leticia,Amazonas,5,36494,6832,11,185,6786,46,0.19257960212637693
91001,60001,Leticia,Amazonas,6,36494,6859,11,196,6796,63,0.19362086918397545
91001,60001,Leticia,Amazonas,7,36494,6781,15,265,6691,90,0.19348386036060722
91460,60019,Miriti Parana,Amazonas,1,456,75,0,3,74,1,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,2,456,77,0,1,77,0,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,3,456,74,0,4,74,0,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,4,456,73,0,5,72,1,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,5,456,73,0,5,72,1,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,6,456,73,0,5,73,0,0.17105263157894737
91460,60019,Miriti Parana,Amazonas,7,456,72,0,6,69,3,0.17105263157894737
91530,60030,Puerto Alegria,Amazonas,1,264,64,0,0,64,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,2,264,63,0,1,63,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,3,264,63,0,1,63,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,4,264,61,0,3,61,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,5,264,63,0,1,63,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,6,264,63,0,1,63,0,0.24242424242424243
91530,60030,Puerto Alegria,Amazonas,7,264,63,0,1,61,2,0.24242424242424243
91536,60040,Puerto Arica,Amazonas,1,449,85,0,0,84,1,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,2,449,85,0,0,84,1,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,3,449,85,0,0,83,2,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,4,449,84,0,1,83,1,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,5,449,85,0,0,84,1,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,6,449,85,0,0,84,1,0.18930957683741648
91536,60040,Puerto Arica,Amazonas,7,449,85,0,0,84,1,0.18930957683741648
91540,60007,Puerto Nariño,Amazonas,1,4495,593,11,40,572,21,0.1432703003337041
91540,60007,Puerto Nariño,Amazonas,2,4495,582,9,54,563,19,0.14349276974416017
91540,60007,Puerto Nariño,Amazonas,3,4495,573,7,63,553,20,0.14304783092324805
91540,60007,Puerto Nariño,Amazonas,4,4495,577,6,61,563,14,0.1432703003337041
91540,60007,Puerto Nariño,Amazonas,5,4495,573,6,65,562,11,0.1432703003337041
91540,60007,Puerto Nariño,Amazonas,6,4495,570,6,68,544,26,0.1432703003337041
91540,60007,Puerto Nariño,Amazonas,7,4495,563,9,72,537,26,0.1432703003337041
91669,60021,Puerto Santander,Amazonas,1,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,2,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,3,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,4,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,5,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,6,595,69,0,3,69,0,0.12100840336134454
91669,60021,Puerto Santander,Amazonas,7,595,66,0,6,66,0,0.12100840336134454
91798,60022,Tarapaca,Amazonas,1,1353,159,1,10,153,6,0.12564671101256467
91798,60022,Tarapaca,Amazonas,2,1353,160,2,9,154,6,0.12638580931263857
91798,60022,Tarapaca,Amazonas,3,1353,160,1,9,152,8,0.12564671101256467
91798,60022,Tarapaca,Amazonas,4,1353,161,0,9,157,4,0.12564671101256467
91798,60022,Tarapaca,Amazonas,5,1353,160,4,6,157,3,0.12564671101256467
91798,60022,Tarapaca,Amazonas,6,1353,160,0,10,155,5,0.12564671101256467
91798,60022,Tarapaca,Amazonas,7,1353,157,2,11,152,5,0.12564671101256467
5002,01004,Abejorral,Antioquia,1,15036,2233,8,103,2196,37,0.1558925246076084
5002,01004,Abejorral,Antioquia,2,15036,2223,7,126,2195,28,0.1566906092045757
5002,01004,Abejorral,Antioquia,3,15036,2134,9,202,2106,28,0.15595903165735567
5002,01004,Abejorral,Antioquia,4,15036,2202,5,138,2172,30,0.15595903165735567
5002,01004,Abejorral,Antioquia,5,15036,2208,4,144,2189,19,0.1566906092045757
5002,01004,Abejorral,Antioquia,6,15036,2214,3,146,2179,35,0.1571561585528066
5002,01004,Abejorral,Antioquia,7,15036,2137,4,215,2095,42,0.1566906092045757
5004,01007,Abriaqui,Antioquia,1,1914,333,1,8,331,2,0.1786833855799373
5004,01007,Abriaqui,Antioquia,2,1914,329,1,12,326,3,0.1786833855799373
5004,01007,Abriaqui,Antioquia,3,1914,332,1,8,330,2,0.1781609195402299
5004,01007,Abriaqui,Antioquia,4,1914,327,1,13,325,2,0.1781609195402299
5004,01007,Abriaqui,Antioquia,5,1914,331,1,9,330,1,0.1781609195402299
5004,01007,Abriaqui,Antioquia,6,1914,326,1,15,321,5,0.1786833855799373
5004,01007,Abriaqui,Antioquia,7,1914,323,1,18,320,3,0.1786833855799373
5021,01010,Alejandria,Antioquia,1,4561,1077,4,48,1071,6,0.24753343565007674
5021,01010,Alejandria,Antioquia,2,4561,1018,3,48,1013,5,0.23437842578381934
5021,01010,Alejandria,Antioquia,3,4561,1073,3,53,1070,3,0.24753343565007674
5021,01010,Alejandria,Antioquia,4,4561,1080,1,48,1076,4,0.24753343565007674
5021,01010,Alejandria,Antioquia,5,4561,1076,1,52,1073,3,0.24753343565007674
5021,01010,Alejandria,Antioquia,6,4561,1072,1,56,1064,8,0.24753343565007674
5021,01010,Alejandria,Antioquia,7,4561,1041,1,86,1029,12,0.2473141854856391
5030,01013,Amaga,Antioquia,1,22469,4749,19,94,4701,48,0.21638702211936445
5030,01013,Amaga,Antioquia,2,22469,4737,20,95,4699,38,0.21594196448440073
5030,01013,Amaga,Antioquia,3,22469,4728,20,105,4689,39,0.2159864702478971
5030,01013,Amaga,Antioquia,4,22469,4729,26,105,4680,49,0.21629801059237172
5030,01013,Amaga,Antioquia,5,22469,4733,19,100,4700,33,0.21594196448440073
5030,01013,Amaga,Antioquia,6,22469,4730,18,118,4693,37,0.21656504517334996
5030,01013,Amaga,Antioquia,7,22469,4648,19,184,4585,63,0.21589745872090435
5031,01016,Amalfi,Antioquia,1,17287,2842,6,72,2813,29,0.16891305605368195
5031,01016,Amalfi,Antioquia,2,17287,2836,5,75,2812,24,0.16868166830566322
5031,01016,Amalfi,Antioquia,3,17287,2827,6,84,2796,31,0.1687395152426679
5031,01016,Amalfi,Antioquia,4,17287,2827,5,88,2787,40,0.16891305605368195
5031,01016,Amalfi,Antioquia,5,17287,2827,5,84,2809,18,0.16868166830566322
5031,01016,Amalfi,Antioquia,6,17287,2819,4,98,2792,27,0.16897090299068665
5031,01016,Amalfi,Antioquia,7,17287,2784,6,129,2744,40,0.16885520911667729
5034,01019,Andes,Antioquia,1,34903,6543,32,148,6405,138,0.19261954559779962
5034,01019,Andes,Antioquia,2,34903,6629,23,157,6554,75,0.19508351717617398
5034,01019,Andes,Antioquia,3,34903,6599,23,187,6521,78,0.19508351717617398
5034,01019,Andes,Antioquia,4,34903,6595,23,190,6511,84,0.1950548663438673
5034,01019,Andes,Antioquia,5,34903,6601,20,182,6538,63,0.1949116121823339
5034,01019,Andes,Antioquia,6,34903,6587,16,203,6496,91,0.19499756467925394
5034,01019,Andes,Antioquia,7,34903,6334,17,294,6199,135,0.1903847806778787
5036,01022,Angelopolis,Antioquia,1,5829,1094,6,26,1082,12,0.19317207068107736
5036,01022,Angelopolis,Antioquia,2,5829,1092,5,29,1080,12,0.19317207068107736
5036,01022,Angelopolis,Antioquia,3,5829,1085,5,57,1076,9,0.19677474695488076
5036,01022,Angelopolis,Antioquia,4,5829,1086,5,35,1074,12,0.19317207068107736
5036,01022,Angelopolis,Antioquia,5,5829,1086,4,37,1079,7,0.19334362669411562
5036,01022,Angelopolis,Antioquia,6,5829,1083,6,28,1074,9,0.19162806656373305
5036,01022,Angelopolis,Antioquia,7,5829,1046,6,64,1031,15,0.1914565105506948
5038,01025,Angostura,Antioquia,1,9135,955,5,50,936,19,0.11056376573617953
5038,01025,Angostura,Antioquia,2,9135,944,6,54,933,11,0.10990695128626163
5038,01025,Angostura,Antioquia,3,9135,942,4,64,921,21,0.11056376573617953
5038,01025,Angostura,Antioquia,4,9135,937,7,66,924,13,0.11056376573617953
5038,01025,Angostura,Antioquia,5,9135,939,7,64,923,16,0.11056376573617953
5038,01025,Angostura,Antioquia,6,9135,936,8,66,921,15,0.11056376573617953
5038,01025,Angostura,Antioquia,7,9135,917,5,88,895,22,0.11056376573617953
5040,01028,Anori,Antioquia,1,11703,1237,3,29,1226,11,0.10843373493975904
5040,01028,Anori,Antioquia,2,11703,1241,1,34,1233,8,0.10903187216952918
5040,01028,Anori,Antioquia,3,11703,1230,1,40,1219,11,0.10860463129112194
5040,01028,Anori,Antioquia,4,11703,1233,1,48,1224,9,0.10954456122361787
5040,01028,Anori,Antioquia,5,11703,1236,1,41,1229,7,0.10920276852089209
5040,01028,Anori,Antioquia,6,11703,1172,1,47,1163,9,0.10424677433136803
5040,01028,Anori,Antioquia,7,11703,1199,3,72,1185,14,0.10886097581816628
5042,01031,Antioquia,Antioquia,1,20639,3907,8,69,3874,33,0.19303260816900045
5042,01031,Antioquia,Antioquia,2,20639,3953,6,85,3930,23,0.19593972576190707
5042,01031,Antioquia,Antioquia,3,20639,3948,8,87,3914,34,0.19589127380202528
5042,01031,Antioquia,Antioquia,4,20639,3946,6,93,3910,36,0.19598817772178884
5042,01031,Antioquia,Antioquia,5,20639,3943,11,84,3922,21,0.19564901400261642
5042,01031,Antioquia,Antioquia,6,20639,3938,7,98,3908,30,0.19589127380202528
5042,01031,Antioquia,Antioquia,7,20639,3892,5,158,3847,45,0.19647269732060663
5044,01034,Anza,Antioquia,1,5808,666,4,39,649,17,0.12207300275482094
5044,01034,Anza,Antioquia,2,5808,662,4,43,651,11,0.12207300275482094
5044,01034,Anza,Antioquia,3,5808,651,5,53,640,11,0.12207300275482094
5044,01034,Anza,Antioquia,4,5808,657,3,49,645,12,0.12207300275482094
5044,01034,Anza,Antioquia,5,5808,659,2,48,652,7,0.12207300275482094
5044,01034,Anza,Antioquia,6,5808,657,3,49,649,8,0.12207300275482094
5044,01034,Anza,Antioquia,7,5808,640,3,66,617,23,0.12207300275482094
5045,01035,Apartado,Antioquia,1,93418,20941,80,321,20743,198,0.2284570425399816
5045,01035,Apartado,Antioquia,2,93418,20927,69,348,20689,238,0.2284784516902524
5045,01035,Apartado,Antioquia,3,93418,20955,65,393,20682,273,0.2292170673745959
5045,01035,Apartado,Antioquia,4,93418,20948,76,385,20695,253,0.22917424907405426
5045,01035,Apartado,Antioquia,5,93418,20901,65,385,20680,221,0.2285533837162003
5045,01035,Apartado,Antioquia,6,93418,20783,146,519,20522,261,0.22959172750433535
5045,01035,Apartado,Antioquia,7,93418,20827,63,639,20481,346,0.23045879809030378
5051,01037,Arboletes,Antioquia,1,22538,2778,14,81,2738,40,0.12747360014198242
5051,01037,Arboletes,Antioquia,2,22538,2770,16,99,2730,40,0.12800603425326115
5051,01037,Arboletes,Antioquia,3,22538,2766,14,98,2725,41,0.12769544768834856
5051,01037,Arboletes,Antioquia,4,22538,2770,12,96,2728,42,0.12769544768834856
5051,01037,Arboletes,Antioquia,5,22538,2774,13,92,2734,40,0.12773981719762179
5051,01037,Arboletes,Antioquia,6,22538,2763,13,106,2726,37,0.12787292572544148
5051,01037,Arboletes,Antioquia,7,22538,2702,14,136,2644,58,0.12654184044724465
5055,01039,Argelia,Antioquia,1,6606,1617,11,61,1602,15,0.25567665758401453
5055,01039,Argelia,Antioquia,2,6606,1610,8,71,1596,14,0.25567665758401453
5055,01039,Argelia,Antioquia,3,6606,1607,7,75,1596,11,0.25567665758401453
5055,01039,Argelia,Antioquia,4,6606,1611,6,93,1598,13,0.25885558583106266
5055,01039,Argelia,Antioquia,5,6606,1608,5,76,1598,10,0.25567665758401453
5055,01039,Argelia,Antioquia,6,6606,1600,4,84,1588,12,0.25552528004844083
5055,01039,Argelia,Antioquia,7,6606,1567,6,116,1550,17,0.25567665758401453
5059,01040,Armenia,Antioquia,1,4701,723,6,53,718,5,0.16634758562008084
5059,01040,Armenia,Antioquia,2,4701,724,5,44,718,6,0.16443309934056582
5059,01040,Armenia,Antioquia,3,4701,717,5,61,710,7,0.16656030631780472
5059,01040,Armenia,Antioquia,4,4701,708,6,59,703,5,0.16443309934056582
5059,01040,Armenia,Antioquia,5,4701,704,6,62,701,3,0.16422037864284195
5059,01040,Armenia,Antioquia,6,4701,699,5,69,693,6,0.16443309934056582
5059,01040,Armenia,Antioquia,7,4701,686,6,81,679,7,0.16443309934056582
5079,01043,Barbosa,Antioquia,1,40844,9729,25,166,9656,73,0.24287533052590343
5079,01043,Barbosa,Antioquia,2,40844,9734,26,171,9676,58,0.24314464792870433
5079,01043,Barbosa,Antioquia,3,40844,9723,25,192,9648,75,0.243364998530996
5079,01043,Barbosa,Antioquia,4,40844,9604,21,206,9539,65,0.2406963079032416
5079,01043,Barbosa,Antioquia,5,40844,9626,28,187,9583,43,0.2409411419057879
5079,01043,Barbosa,Antioquia,6,40844,9510,20,213,9450,60,0.2385417686808344
5079,01043,Barbosa,Antioquia,7,40844,9534,28,323,9433,101,0.24201841151699147
5088,01049,Bello,Antioquia,1,332908,94643,143,945,94038,605,0.28755992646617085
5088,01049,Bello,Antioquia,2,332908,94645,149,908,94261,384,0.28747281531233854
5088,01049,Bello,Antioquia,3,332908,94458,142,959,93965,493,0.2870432672089586
5088,01049,Bello,Antioquia,4,332908,94620,142,1112,94023,597,0.28798947456955076
5088,01049,Bello,Antioquia,5,332908,95045,135,906,94709,336,0.2886262871423937
5088,01049,Bello,Antioquia,6,332908,94563,126,1014,94019,544,0.2874758191452293
5088,01049,Bello,Antioquia,7,332908,93705,145,1777,92738,967,0.28724752784553087
5086,01046,Belmira,Antioquia,1,4766,749,3,15,741,8,0.16093159882501049
5086,01046,Belmira,Antioquia,2,4766,748,3,16,742,6,0.16093159882501049
5086,01046,Belmira,Antioquia,3,4766,745,2,20,737,8,0.16093159882501049
5086,01046,Belmira,Antioquia,4,4766,748,1,18,742,6,0.16093159882501049
5086,01046,Belmira,Antioquia,5,4766,748,2,17,743,5,0.16093159882501049
5086,01046,Belmira,Antioquia,6,4766,745,1,21,738,7,0.16093159882501049
5086,01046,Belmira,Antioquia,7,4766,728,2,36,717,11,0.16072177926982795
5091,01052,Betania,Antioquia,1,8365,990,6,33,975,15,0.12301255230125523
5091,01052,Betania,Antioquia,2,8365,985,7,83,975,10,0.12851165570830841
5091,01052,Betania,Antioquia,3,8365,983,6,44,970,13,0.12349073520621638
5091,01052,Betania,Antioquia,4,8365,978,3,47,964,14,0.12289300657501494
5091,01052,Betania,Antioquia,5,8365,913,7,48,906,7,0.11572026300059773
5091,01052,Betania,Antioquia,6,8365,980,5,85,966,14,0.127913927077107
5091,01052,Betania,Antioquia,7,8365,942,6,84,921,21,0.12337118947997609
5093,01055,Betulia,Antioquia,1,13402,1774,6,74,1753,21,0.1383375615579764
5093,01055,Betulia,Antioquia,2,13402,1754,7,84,1731,23,0.13766601999701536
5093,01055,Betulia,Antioquia,3,13402,1740,7,98,1724,16,0.13766601999701536
5093,01055,Betulia,Antioquia,4,13402,1724,6,104,1702,22,0.13684524697806297
5093,01055,Betulia,Antioquia,5,13402,1700,7,97,1684,16,0.1346067751081928
5093,01055,Betulia,Antioquia,6,13402,1727,9,99,1707,20,0.13691986270705864
5093,01055,Betulia,Antioquia,7,13402,1681,4,150,1650,31,0.13691986270705864
5101,01058,Bolivar,Antioquia,1,23901,3080,12,113,3041,39,0.13409480774862975
5101,01058,Bolivar,Antioquia,2,23901,3088,8,108,3056,32,0.13405296849504206
5101,01058,Bolivar,Antioquia,3,23901,3061,8,136,3030,31,0.13409480774862975
5101,01058,Bolivar,Antioquia,4,23901,3118,6,139,3079,39,0.1365214844567173
5101,01058,Bolivar,Antioquia,5,23901,3069,6,130,3036,33,0.13409480774862975
5101,01058,Bolivar,Antioquia,6,23901,3055,6,144,3027,28,0.13409480774862975
5101,01058,Bolivar,Antioquia,7,23901,3021,13,181,2962,59,0.13451320028450692
5107,01062,Briceño,Antioquia,1,6633,902,10,47,892,10,0.14458012965475653
5107,01062,Briceño,Antioquia,2,6633,895,6,58,883,12,0.14458012965475653
5107,01062,Briceño,Antioquia,3,6633,891,7,61,878,13,0.14458012965475653
5107,01062,Briceño,Antioquia,4,6633,889,7,60,875,14,0.14412784562038294
5107,01062,Briceño,Antioquia,5,6633,889,6,64,877,12,0.14458012965475653
5107,01062,Briceño,Antioquia,6,6633,882,6,71,873,9,0.14458012965475653
5107,01062,Briceño,Antioquia,7,6633,877,5,124,862,15,0.15166591285994271
5113,01061,Buritica,Antioquia,1,7332,1112,3,38,1098,14,0.15725586470267322
5113,01061,Buritica,Antioquia,2,7332,1109,4,40,1097,12,0.15725586470267322
5113,01061,Buritica,Antioquia,3,7332,1099,4,50,1091,8,0.15725586470267322
5113,01061,Buritica,Antioquia,4,7332,1101,7,45,1090,11,0.15725586470267322
5113,01061,Buritica,Antioquia,5,7332,1106,3,44,1098,8,0.15725586470267322
5113,01061,Buritica,Antioquia,6,7332,1099,3,48,1088,11,0.15684669939989088
5113,01061,Buritica,Antioquia,7,7332,1079,4,70,1062,17,0.15725586470267322
5120,01064,Caceres,Antioquia,1,19650,2150,15,60,2126,24,0.11323155216284987
5120,01064,Caceres,Antioquia,2,19650,2183,16,68,2163,20,0.11536895674300254
5120,01064,Caceres,Antioquia,3,19650,2135,12,78,2115,20,0.11323155216284987
5120,01064,Caceres,Antioquia,4,19650,2135,10,80,2112,23,0.11323155216284987
5120,01064,Caceres,Antioquia,5,19650,2131,9,85,2111,20,0.11323155216284987
5120,01064,Caceres,Antioquia,6,19650,2136,9,80,2116,20,0.11323155216284987
5120,01064,Caceres,Antioquia,7,19650,2115,10,100,2090,25,0.11323155216284987
5125,01067,Caicedo,Antioquia,1,6307,1196,5,45,1178,18,0.19755826859045506
5125,01067,Caicedo,Antioquia,2,6307,1190,4,53,1173,17,0.19771682257808784
5125,01067,Caicedo,Antioquia,3,6307,1185,4,58,1167,18,0.19771682257808784
5125,01067,Caicedo,Antioquia,4,6307,1102,4,60,1087,15,0.18487394957983194
5125,01067,Caicedo,Antioquia,5,6307,1181,4,61,1168,13,0.19755826859045506
5125,01067,Caicedo,Antioquia,6,6307,1093,9,66,1077,16,0.18519105755509752
5125,01067,Caicedo,Antioquia,7,6307,1148,3,87,1131,17,0.19628983668939273
5129,01070,Caldas,Antioquia,1,63821,21585,37,179,21452,133,0.34159602638629916
5129,01070,Caldas,Antioquia,2,63821,21559,37,425,21455,104,0.34504316760940756
5129,01070,Caldas,Antioquia,3,63821,21547,38,211,21403,144,0.34151768226759216
5129,01070,Caldas,Antioquia,4,63821,21544,26,219,21377,167,0.34140800050140235
5129,01070,Caldas,Antioquia,5,63821,21452,25,211,21353,99,0.33982544930352077
5129,01070,Caldas,Antioquia,6,63821,21530,24,230,21395,135,0.34132965638269536
5129,01070,Caldas,Antioquia,7,63821,21294,25,494,20968,326,0.341784052271196
5134,01073,Campamento,Antioquia,1,6652,720,5,33,715,5,0.11395069152134696
5134,01073,Campamento,Antioquia,2,6652,710,3,45,704,6,0.11395069152134696
5134,01073,Campamento,Antioquia,3,6652,709,3,46,702,7,0.11395069152134696
5134,01073,Campamento,Antioquia,4,6652,706,3,49,698,8,0.11395069152134696
5134,01073,Campamento,Antioquia,5,6652,712,3,43,706,6,0.11395069152134696
5134,01073,Campamento,Antioquia,6,6652,706,3,49,699,7,0.11395069152134696
5134,01073,Campamento,Antioquia,7,6652,686,3,69,673,13,0.11395069152134696
5142,01078,Caracoli,Antioquia,1,4727,881,2,18,874,7,0.1906071504125238
5142,01078,Caracoli,Antioquia,2,4727,857,3,28,854,3,0.187856991749524
5142,01078,Caracoli,Antioquia,3,4727,879,3,26,875,4,0.192088005077216
5142,01078,Caracoli,Antioquia,4,4727,874,4,24,870,4,0.1908187010789084
5142,01078,Caracoli,Antioquia,5,4727,874,2,32,872,2,0.192088005077216
5142,01078,Caracoli,Antioquia,6,4727,875,1,32,873,2,0.192088005077216
5142,01078,Caracoli,Antioquia,7,4727,857,1,52,849,8,0.1925111064099852
5145,01079,Caramanta,Antioquia,1,5002,912,3,21,905,7,0.187125149940024
5145,01079,Caramanta,Antioquia,2,5002,909,1,26,901,8,0.187125149940024
5145,01079,Caramanta,Antioquia,3,5002,905,1,30,895,10,0.187125149940024
5145,01079,Caramanta,Antioquia,4,5002,907,2,27,896,11,0.187125149940024
5145,01079,Caramanta,Antioquia,5,5002,905,1,30,894,11,0.187125149940024
5145,01079,Caramanta,Antioquia,6,5002,904,1,31,894,10,0.187125149940024
5145,01079,Caramanta,Antioquia,7,5002,879,1,57,865,14,0.1873250699720112
5147,01080,Carepa,Antioquia,1,43023,8278,24,170,8193,85,0.19691792762011018
5147,01080,Carepa,Antioquia,2,43023,8356,21,204,8290,66,0.19945145619784765
5147,01080,Carepa,Antioquia,3,43023,8332,16,225,8255,77,0.1992655091462706
5147,01080,Carepa,Antioquia,4,43023,8329,21,302,8248,81,0.2011017362805941
5147,01080,Carepa,Antioquia,5,43023,8345,22,206,8280,65,0.1992655091462706
5147,01080,Carepa,Antioquia,6,43023,8336,18,226,8270,66,0.19942821281640052
5147,01080,Carepa,Antioquia,7,43023,8251,23,340,8140,111,0.20021848778560306
5148,01082,Carmen De Viboral,Antioquia,1,36417,15553,36,249,15432,121,0.434906774308702
5148,01082,Carmen De Viboral,Antioquia,2,36417,15556,29,236,15477,79,0.43443995935963975
5148,01082,Carmen De Viboral,Antioquia,3,36417,15532,23,257,15442,90,0.4341928220336656
5148,01082,Carmen De Viboral,Antioquia,4,36417,15542,21,249,15433,109,0.4341928220336656
5148,01082,Carmen De Viboral,Antioquia,5,36417,15649,25,248,15574,75,0.43721338935112725
5148,01082,Carmen De Viboral,Antioquia,6,36417,15532,25,268,15446,86,0.4345497981711838
5148,01082,Carmen De Viboral,Antioquia,7,36417,15367,33,423,15219,148,0.43449487876541176
5150,01085,Carolina,Antioquia,1,4055,768,7,17,758,10,0.19531442663378545
5150,01085,Carolina,Antioquia,2,4055,768,7,17,762,6,0.19531442663378545
5150,01085,Carolina,Antioquia,3,4055,767,4,21,760,7,0.19531442663378545
5150,01085,Carolina,Antioquia,4,4055,763,6,23,754,9,0.19531442663378545
5150,01085,Carolina,Antioquia,5,4055,768,4,20,763,5,0.19531442663378545
5150,01085,Carolina,Antioquia,6,4055,764,5,23,758,6,0.19531442663378545
5150,01085,Carolina,Antioquia,7,4055,754,4,34,744,10,0.19531442663378545
5154,01088,Caucasia,Antioquia,1,68963,15253,54,310,15156,97,0.22645476559894437
5154,01088,Caucasia,Antioquia,2,68963,15208,62,324,15122,86,0.22612125342575004
5154,01088,Caucasia,Antioquia,3,68963,15073,51,317,14963,110,0.22390267244754433
5154,01088,Caucasia,Antioquia,4,68963,15119,52,323,15014,105,0.2246712004988182
5154,01088,Caucasia,Antioquia,5,68963,15154,47,410,15069,85,0.22636776242332846
5154,01088,Caucasia,Antioquia,6,68963,15159,40,355,15055,104,0.2255412322549773
5154,01088,Caucasia,Antioquia,7,68963,15100,59,413,14954,146,0.22580224178182504
5138,01076,Cañasgordas,Antioquia,1,13497,2440,19,97,2284,156,0.18937541675927985
5138,01076,Cañasgordas,Antioquia,2,13497,2315,18,115,2282,33,0.18137363858635253
5138,01076,Cañasgordas,Antioquia,3,13497,2290,16,137,2249,41,0.18100318589316144
5138,01076,Cañasgordas,Antioquia,4,13497,2301,14,130,2267,34,0.18115136697043788
5138,01076,Cañasgordas,Antioquia,5,13497,2306,14,175,2277,29,0.18485589390234866
5138,01076,Cañasgordas,Antioquia,6,13497,2300,13,135,2264,36,0.18137363858635253
5138,01076,Cañasgordas,Antioquia,7,13497,2250,15,183,2193,57,0.18137363858635253
5172,01106,Chigorodo,Antioquia,1,46365,8963,37,209,8885,78,0.1986196484417125
5172,01106,Chigorodo,Antioquia,2,46365,9132,32,206,9059,73,0.2020920953305295
5172,01106,Chigorodo,Antioquia,3,46365,8988,33,241,8889,99,0.19976275207591934
5172,01106,Chigorodo,Antioquia,4,46365,9042,29,242,8956,86,0.2008627197239297
5172,01106,Chigorodo,Antioquia,5,46365,9101,26,232,9031,70,0.20185484740644882
5172,01106,Chigorodo,Antioquia,6,46365,9148,28,255,8993,155,0.20340774290952227
5172,01106,Chigorodo,Antioquia,7,46365,8949,28,274,8827,122,0.19952550415183867
5190,01091,Cisneros,Antioquia,1,11560,2257,13,54,2233,24,0.20103806228373702
5190,01091,Cisneros,Antioquia,2,11560,2255,12,58,2236,19,0.20112456747404844
5190,01091,Cisneros,Antioquia,3,11560,2248,8,68,2220,28,0.20103806228373702
