,código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,sergio fajardo,germán vargas lleras,humberto de la calle,promotores voto en blanco,viviane morales,jorge antonio trujillo sarmiento,cod_depto,cod_mun
903,25016,Cacota,Norte De San,7,7,1422,2215,1407,8,4,3,1078,36,124,73,94,0,1,1,54,54125
904,25028,Chinacota,Norte De San,34,34,8280,12505,8069,98,90,23,5242,543,1575,625,55,7,10,12,54,54172
905,25031,Chitaga,Norte De San,25,25,4869,7993,4780,29,44,16,3487,203,484,386,36,153,17,14,54,54174
906,25022,Convencion,Norte De San,48,48,4612,15325,4432,95,49,36,1884,1246,549,659,60,5,5,24,54,54206
907,25001,Cucuta,Norte De San,1447,1447,320850,552597,312878,3999,3394,579,191245,20587,57289,38388,2868,471,514,1516,54,54001
908,25025,Cucutilla,Norte De San,18,18,3689,6215,3553,43,56,37,2649,216,258,380,22,5,16,7,54,54223
909,25034,Durania,Norte De San,14,14,2545,4397,2497,18,25,5,1417,64,220,761,28,2,5,0,54,54239
910,25037,El Carmen,Norte De San,37,37,3895,9791,3785,47,43,20,2515,628,250,310,60,5,6,11,54,54245
911,25036,El Tarra,Norte De San,35,35,4444,12101,4270,82,59,33,433,3231,384,141,59,7,7,8,54,54250
912,25038,El Zulia,Norte De San,57,57,10992,20925,10705,116,120,51,7277,673,1273,1268,141,9,17,47,54,54261
913,25040,Gramalote,Norte De San,14,14,3100,5046,3046,19,21,14,2305,118,271,305,33,2,10,2,54,54313
914,25043,Hacari,Norte De San,23,23,2558,7005,2476,33,31,18,468,1746,155,50,34,11,6,6,54,54344
915,25046,Herran,Norte De San,11,11,1917,3871,1892,9,10,6,1598,49,114,106,17,1,6,1,54,54347
916,25051,La Esperanza,Norte De San,29,29,4503,8797,4382,54,47,20,3039,556,318,399,32,8,19,11,54,54385
917,25052,La Playa,Norte De San,20,20,2483,6696,2404,36,29,14,1493,388,202,274,24,6,10,7,54,54398
918,25049,Labateca,Norte De San,15,15,2623,5032,2583,14,17,9,1655,62,128,705,20,3,5,5,54,54377
919,25054,Los Patios,Norte De San,206,206,40767,80432,39931,455,334,47,25493,2616,8041,2972,412,149,72,176,54,54405
920,25055,Lourdes,Norte De San,9,9,2071,3253,2040,9,15,7,1707,22,110,183,13,1,4,0,54,54418
921,25058,Mutiscua,Norte De San,8,8,1744,2696,1704,20,13,7,1362,38,169,117,7,2,5,4,54,54480
922,25061,Ocaña,Norte De San,202,202,43791,79284,42766,572,365,88,24455,6219,8423,2910,452,174,54,79,54,54498
923,25064,Pamplona,Norte De San,109,109,28707,45883,27883,475,298,51,12886,3904,9216,1404,281,22,32,138,54,54518
924,25067,Pamplonita,Norte De San,11,11,2705,3892,2642,26,24,13,2131,91,266,99,21,4,3,27,54,54520
925,25069,Puerto Santander,Norte De San,39,39,5241,14624,5142,27,56,16,3544,276,220,1032,28,4,28,10,54,54553
926,25070,Ragonvalia,Norte De San,21,21,3258,7514,3209,16,24,9,2585,141,157,293,13,0,4,16,54,54599
927,25073,Salazar,Norte De San,26,26,4703,8118,4588,46,52,17,3187,159,321,869,19,10,12,11,54,54660
928,25076,San Calixto,Norte De San,27,27,2839,7060,2669,31,32,107,163,2287,123,66,18,5,1,6,54,54670
929,25079,San Cayetano,Norte De San,24,24,3773,8291,3682,38,46,7,2645,204,449,338,24,5,6,11,54,54673
930,25082,Santiago,Norte De San,11,11,1864,3511,1837,12,11,4,1100,112,197,416,7,0,4,1,54,54680
931,25085,Sardinata,Norte De San,61,61,7712,17550,7429,127,114,42,5471,593,597,613,90,21,23,21,54,54720
932,25088,Silos,Norte De San,13,13,2631,4074,2595,14,10,12,2258,42,153,126,8,1,5,2,54,54743
933,25091,Teorama,Norte De San,30,30,3310,9758,3186,47,60,17,568,1914,375,235,83,4,3,4,54,54800
934,25093,Tibu,Norte De San,100,100,14610,35411,13826,358,341,85,5910,4085,2004,1399,281,37,58,52,54,54810
935,25094,Toledo,Norte De San,37,37,6506,12050,6239,107,105,55,4878,384,580,269,81,15,18,14,54,54820
936,25097,Villa Caro,Norte De San,11,11,2121,3699,2083,12,12,14,1772,49,68,162,5,1,24,2,54,54871
937,25100,Villa Del Rosario,Norte De San,202,202,39485,81871,38695,380,349,61,27811,2040,5196,3071,353,31,47,146,54,54874
938,64007,Colon,Putumayo,13,13,2285,4282,2232,37,10,6,737,1040,199,66,181,2,2,5,86,86219
939,64001,Mocoa,Putumayo,101,101,19122,36706,18391,414,247,70,4730,10260,2342,351,590,43,26,49,86,86001
940,64023,Orito,Putumayo,73,73,13221,26157,12694,176,126,225,1205,9918,1139,161,194,34,20,23,86,86320
941,64002,Puerto Asis,Putumayo,124,124,19788,43672,18672,612,380,124,5013,10176,2412,447,445,58,44,77,86,86568
942,64026,Puerto Caicedo,Putumayo,27,27,4102,9108,3899,103,66,34,396,3007,222,99,137,25,6,7,86,86569
943,64025,Puerto Guzman,Putumayo,35,35,4412,11029,4114,184,73,41,1269,2273,260,88,127,42,23,32,86,86571
944,64004,Puerto Leguizamo,Putumayo,42,42,5124,14418,4917,85,68,54,2732,1610,327,84,118,11,22,13,86,86573
945,64013,San Francisco,Putumayo,13,13,2219,4652,2144,57,12,6,834,835,211,76,173,11,2,2,86,86755
946,64018,San Miguel (la Dorada),Putumayo,33,33,5137,12018,4951,89,71,26,448,4113,212,58,87,12,12,9,86,86757
947,64016,Santiago,Putumayo,17,17,2579,5972,2490,40,32,17,634,1541,188,42,76,5,3,1,86,86760
948,64019,Sibundoy,Putumayo,28,28,5492,10478,5322,110,35,25,1522,2690,648,77,365,9,5,6,86,86749
949,64028,Valle Del Guamuez (la Hormiga),Putumayo,66,66,11522,23951,11216,156,106,44,844,9243,658,112,292,48,13,6,86,86865
950,64030,Villagarzon,Putumayo,48,48,8543,17077,8028,263,197,55,2772,3814,970,189,188,50,22,23,86,86885
951,26001,Armenia,Quindio,669,669,148322,254451,143445,2588,1950,339,55309,17413,61379,5713,2413,273,251,694,63,63001
952,26005,Buenavista,Quindio,8,8,1409,2795,1370,21,13,5,703,139,304,203,12,3,3,3,63,63111
953,26010,Calarca,Quindio,159,159,34520,59987,33157,647,597,119,15962,3722,11487,1297,529,30,55,75,63,63130
954,26020,Circasia,Quindio,65,65,13688,22992,13177,241,198,72,6356,1410,4359,762,228,12,22,28,63,63190
955,26025,Cordoba,Quindio,14,14,2642,5178,2527,35,67,13,1064,453,606,329,58,4,8,5,63,63212
956,26030,Filandia,Quindio,30,30,5909,10501,5682,103,96,28,2747,415,2009,312,76,74,24,25,63,63272
957,26040,Genova,Quindio,20,20,3757,7315,3602,59,77,19,2062,406,689,340,83,7,6,9,63,63302
958,26050,La Tebaida,Quindio,77,77,15515,28413,14698,286,438,93,6155,2165,5312,732,211,26,31,66,63,63401
959,26060,Montenegro,Quindio,87,87,17529,33944,16493,369,559,108,8383,1491,5195,950,329,46,40,59,63,63470
960,26070,Pijao,Quindio,19,19,3223,6052,3102,50,53,18,1885,323,662,181,37,6,4,4,63,63548
961,26080,Quimbaya,Quindio,77,77,15591,30348,14850,303,341,97,6690,2129,4661,948,321,37,30,34,63,63594
962,26090,Salento,Quindio,18,18,3372,5883,3275,53,36,8,1756,291,1078,94,38,4,6,8,63,63690
963,24008,Apia,Risaralda,30,30,5567,10397,5335,74,126,32,3398,304,1358,209,40,8,11,7,66,66045
964,24013,Balboa,Risaralda,17,17,2704,5653,2561,56,61,26,1419,229,556,101,224,10,9,13,66,66075
965,24021,Belen De Umbria,Risaralda,59,59,11359,21454,10914,176,205,64,7037,774,2359,572,118,14,23,17,66,66088
966,24025,Dosquebradas,Risaralda,425,425,94167,160430,90682,1703,1516,266,33721,11125,39805,4122,1333,199,113,264,66,66170
967,24029,Guatica,Risaralda,29,29,5613,10326,5410,88,81,34,3548,420,984,361,55,18,13,11,66,66318
968,24038,La Celia,Risaralda,17,17,3467,6497,3235,66,79,87,2093,336,567,179,35,6,13,6,66,66383
969,24046,La Virginia,Risaralda,77,77,16513,31770,15625,380,387,121,6741,1901,5325,1094,265,216,43,40,66,66400
970,24054,Marsella,Risaralda,44,44,7924,15639,7570,132,144,78,4438,1053,1489,411,113,18,32,16,66,66440
971,24062,Mistrato,Risaralda,31,31,5175,11324,4924,77,127,47,2138,1530,813,362,41,12,20,8,66,66456
972,24001,Pereira,Risaralda,1052,1052,233376,404790,225288,3998,3514,576,85872,29255,93471,10523,4448,797,393,529,66,66001
973,24070,Pueblo Rico,Risaralda,28,28,4099,9619,3932,62,66,39,1646,1731,362,86,61,10,27,9,66,66572
974,24078,Quinchia,Risaralda,54,54,10423,20038,9619,266,410,128,4166,1625,2568,772,369,27,36,56,66,66594
975,24086,Santa Rosa De Cabal,Risaralda,147,147,36565,61483,35201,636,600,128,15327,3620,13883,1508,490,245,60,68,66,66682
976,24094,Santuario,Risaralda,36,36,5864,12124,5567,122,132,43,3615,304,1196,357,53,9,23,10,66,66687
977,56004,Providencia,San Andres,11,11,1198,4146,1155,38,5,0,722,134,146,91,50,4,3,5,88,88564
978,56001,San Andres,San Andres,113,113,11606,44371,11245,289,56,16,4969,2227,1840,1416,605,14,29,145,88,88001
979,27004,Aguada,Santander,4,4,626,1520,600,18,2,6,430,69,56,41,4,0,0,0,68,68013
980,27007,Albania,Santander,12,12,1547,3314,1500,18,22,7,920,280,152,124,13,3,5,3,68,68020
981,27010,Aratoca,Santander,18,18,3232,6604,3097,70,51,14,1826,373,493,218,71,91,15,10,68,68051
982,27013,Barbosa,Santander,67,67,14345,24767,13788,315,224,18,5202,3661,3409,1245,119,59,17,76,68,68077
983,27016,Barichara,Santander,18,18,4193,6530,4055,84,40,14,1872,296,929,835,100,5,9,9,68,68079
984,27019,Barrancabermeja,Santander,465,465,99432,168901,95314,1979,1891,248,24818,41253,19821,6428,1802,191,261,740,68,68081
985,27022,Betulia,Santander,13,13,2372,4300,2236,75,50,11,1307,331,321,203,52,6,6,10,68,68092
986,27025,Bolivar,Santander,29,29,3810,8215,3655,67,68,20,2038,867,216,476,34,4,12,8,68,68101
987,27001,Bucaramanga,Santander,1327,1327,306778,494283,299284,4975,2270,249,120701,44106,108289,17732,6075,571,456,1354,68,68001
988,27028,Cabrera,Santander,5,5,973,1660,965,6,1,1,567,33,102,260,2,0,1,0,68,68121
989,27031,California,Santander,5,5,1121,1688,1078,33,10,0,846,57,149,19,4,0,2,1,68,68132
990,27034,Capitanejo,Santander,13,13,2582,4816,2515,18,42,7,1883,143,215,236,28,3,5,2,68,68147
991,27037,Carcasi,Santander,15,15,1903,3591,1838,31,27,7,1317,89,188,103,114,3,5,19,68,68152
992,27040,Cepita,Santander,10,10,1063,1843,1026,15,14,8,737,81,121,64,15,4,3,1,68,68160
993,27043,Cerrito,Santander,13,13,2822,4825,2742,32,32,16,1836,166,541,140,38,7,7,7,68,68162
994,27061,Charala,Santander,27,27,5182,9649,5018,78,63,23,2380,704,1389,411,90,4,10,30,68,68167
995,27064,Charta,Santander,12,12,2085,3378,2060,11,10,4,1647,99,219,82,9,0,2,2,68,68169
996,27067,Chima,Santander,7,7,1223,2424,1158,40,15,10,593,79,174,279,21,2,2,8,68,68176
997,27070,Chipata,Santander,12,12,1647,4399,1578,39,20,10,489,305,213,485,76,3,5,2,68,68179
998,27045,Cimitarra,Santander,82,82,13887,28148,12954,270,412,251,7132,2812,2147,607,142,28,32,54,68,68190
999,27046,Concepcion,Santander,17,17,2584,4911,2491,51,35,7,1562,206,464,190,56,2,6,5,68,68207
1000,27049,Confines,Santander,7,7,1560,2494,1519,17,16,8,1110,119,168,89,28,2,2,1,68,68209
1001,27052,Contratacion,Santander,9,9,1668,2875,1563,67,25,13,791,176,265,300,18,4,3,6,68,68211
1002,27055,Coromoro,Santander,13,13,2320,4158,2208,43,39,30,1189,165,268,535,29,2,13,7,68,68217
1003,27058,Curiti,Santander,27,27,5344,8820,5157,96,75,16,2850,711,1159,343,57,14,12,11,68,68229
1004,27071,El Carmen,Santander,34,34,5886,10891,5639,104,107,36,4597,333,421,218,43,3,12,12,68,68245
1005,27073,El Guacamayo,Santander,5,5,952,1613,903,24,21,4,430,43,82,340,1,3,1,3,68,68245
1006,27075,El Peñon,Santander,15,15,1591,3604,1511,32,32,16,972,320,122,57,11,4,21,4,68,68250
1007,27074,El Playon,Santander,39,39,6174,11707,5948,88,106,32,4338,532,516,453,63,15,15,16,68,68255
1008,27076,Encino,Santander,7,7,1070,2131,1056,10,3,1,682,87,106,130,36,1,2,12,68,68264
1009,27079,Enciso,Santander,14,14,1706,3210,1649,29,25,3,1043,96,197,218,79,3,7,6,68,68266
1010,27080,Florian,Santander,17,17,2179,5330,2131,24,17,7,956,494,191,404,69,0,7,10,68,68271
1011,27082,Floridablanca,Santander,517,517,129184,191619,125770,2249,1047,118,54173,18634,43599,6350,2113,282,171,448,68,68276
1012,27085,Galan,Santander,12,12,1481,2498,1430,31,12,8,1054,98,107,151,14,0,5,1,68,68296
1013,27088,Gambita,Santander,10,10,1740,3225,1678,26,22,14,1097,171,221,153,18,1,7,10,68,68298
1014,27091,Giron,Santander,314,314,71210,114158,68684,1625,789,112,30934,10849,21503,3706,1034,229,181,248,68,68307
1015,27094,Guaca,Santander,20,20,2861,5258,2795,26,27,13,2045,180,297,160,100,3,7,3,68,68318
1016,27097,Guadalupe,Santander,14,14,2340,4235,2275,36,23,6,1676,174,294,98,17,7,7,2,68,68320
1017,27100,Guapota,Santander,6,6,1019,1853,982,14,13,10,653,78,106,119,23,2,1,0,68,68322
1018,27103,Guavata,Santander,12,12,1996,4426,1917,32,35,12,829,587,213,231,51,3,1,2,68,68324
1019,27106,Guepsa,Santander,11,11,2092,4181,1991,68,26,7,669,547,253,483,31,5,2,1,68,68327
1020,27109,Hato,Santander,5,5,970,1817,887,41,30,12,334,153,188,152,49,2,2,7,68,68344
1021,27112,Jesus Maria,Santander,10,10,1595,3386,1538,26,25,6,725,442,217,126,23,2,2,1,68,68368
1022,27115,Jordan,Santander,5,5,740,1203,718,12,3,7,512,31,72,89,6,3,2,3,68,68370
1023,27119,La Belleza,Santander,16,16,3009,5501,2960,32,14,3,2093,267,308,272,13,2,2,3,68,68377
1024,27118,La Paz,Santander,13,13,1758,4060,1689,34,22,13,1085,195,201,178,15,3,7,5,68,68397
1025,27120,Landazuri,Santander,29,29,4467,9634,4222,87,118,40,2221,964,471,469,54,11,14,18,68,68385
1026,27121,Lebrija,Santander,88,88,19410,31131,18843,324,217,26,11813,1659,3731,1112,228,197,52,51,68,68406
1027,27124,Los Santos,Santander,25,25,5194,8874,4978,103,87,26,3132,343,952,413,116,5,7,10,68,68418
1028,27127,Macaravita,Santander,6,6,1095,2224,1063,18,6,8,771,69,34,167,18,0,1,3,68,68425
1029,27130,Malaga,Santander,46,46,9433,15601,9166,137,112,18,5173,1121,2175,535,125,10,12,15,68,68432
1030,27133,Matanza,Santander,16,16,3025,4955,2931,53,34,7,2150,246,268,168,84,3,6,6,68,68444
1031,27136,Mogotes,Santander,24,24,4009,7555,3772,95,113,29,2504,399,596,170,68,13,13,9,68,68464
1032,27139,Molagavita,Santander,16,16,2020,3663,1972,19,18,11,1579,87,176,97,18,2,6,7,68,68468
1033,27142,Ocamonte,Santander,10,10,2068,3826,2014,32,15,7,1400,129,219,184,75,2,3,2,68,68498
1034,27145,Oiba,Santander,23,23,4901,8715,4709,101,73,18,2937,556,867,243,62,8,18,18,68,68500
1035,27148,Onzaga,Santander,13,13,1806,3662,1720,35,32,19,1110,142,189,202,65,0,7,5,68,68502
1036,27151,Palmar,Santander,5,5,724,1440,712,6,3,3,344,126,114,110,17,0,0,1,68,68522
1037,27154,Palmas Del Socorro,Santander,7,7,1452,2453,1418,11,15,8,892,111,228,159,21,1,3,3,68,68524
1038,27157,Paramo,Santander,10,10,2161,3351,2115,30,10,6,1291,119,392,181,34,93,2,3,68,68533
1039,27160,Piedecuesta,Santander,299,299,70905,107636,68580,1347,857,121,30472,11096,21516,3701,896,373,159,367,68,68547
1040,27163,Pinchote,Santander,9,9,2061,3333,2011,22,21,7,969,252,588,142,43,2,7,8,68,68549
1041,27166,Puente Nacional,Santander,40,40,6722,12660,6520,91,92,19,2712,1604,1251,541,329,6,60,17,68,68572
1042,27167,Puerto Parra,Santander,17,17,2596,5738,2492,45,45,14,1717,322,220,157,39,3,17,17,68,68573
1043,27169,Puerto Wilches,Santander,70,70,12175,23040,11557,178,201,239,4949,4357,1252,624,165,100,49,61,68,68575
1044,27172,Rionegro,Santander,70,70,12003,22282,11532,199,224,48,7591,1245,1518,910,179,21,37,31,68,68615
1045,27174,Sabana De Torres,Santander,58,58,11608,21386,11029,261,257,61,6200,2123,1718,631,182,18,46,111,68,68655
1046,27175,San Andres,Santander,26,26,3526,6790,3407,48,52,19,2218,390,414,283,77,4,8,13,68,68669
1047,27178,San Benito,Santander,9,9,1383,3121,1319,53,9,2,589,130,142,436,12,1,4,5,68,68673
1048,27181,San Gil,Santander,117,117,25732,41245,25028,436,248,20,9685,3937,9534,1329,404,30,33,76,68,68679
1049,27184,San Joaquin,Santander,6,6,1044,2230,1001,26,10,7,702,80,162,32,17,2,1,5,68,68682
1050,27187,San Jose De Miranda,Santander,14,14,2463,4083,2411,24,16,12,1851,149,326,66,10,4,3,2,68,68684
1051,27190,San Miguel,Santander,10,10,1186,2171,1155,14,11,6,743,93,52,241,18,1,3,4,68,68686
1052,27193,San Vicente De Chucuri,Santander,72,72,11826,24310,11243,293,249,41,7007,1869,1641,495,158,16,23,34,68,68689
1053,27195,Santa Barbara,Santander,7,7,1237,2061,1196,21,12,8,805,86,160,121,13,0,5,6,68,68705
1054,27194,Santa Helena Del Opon,Santander,10,10,1407,3093,1314,64,22,7,937,166,89,99,12,3,5,3,68,68720
1055,27196,Simacota,Santander,18,18,3252,5972,3094,76,63,19,1678,485,421,326,172,1,6,5,68,68745
1056,27199,Socorro,Santander,65,65,14587,23946,14273,188,98,28,7171,1630,4017,1189,209,10,23,24,68,68755
1057,27202,Suaita,Santander,25,25,3947,8244,3773,85,70,19,1903,466,628,611,122,9,9,25,68,68770
1058,27205,Sucre,Santander,21,21,2667,5667,2574,41,38,14,1742,337,288,179,9,4,9,6,68,68773
1059,27208,Surata,Santander,11,11,1986,3182,1930,29,12,15,1427,159,208,91,23,5,11,6,68,68780
1060,27211,Tona,Santander,16,16,3024,5154,2893,72,43,16,1893,255,388,268,73,4,9,3,68,68820
1061,27217,Valle De San Jose,Santander,14,14,2759,4746,2665,50,32,12,1401,344,656,176,68,4,10,6,68,68855
1062,27220,Velez,Santander,46,46,8651,16125,8209,212,183,47,3230,1934,1898,942,166,16,10,13,68,68861
1063,27219,Vetas,Santander,4,4,958,1443,935,15,6,2,823,16,67,16,6,0,4,3,68,68867
1064,27221,Villanueva,Santander,17,17,3751,6446,3650,72,26,3,2256,282,844,236,17,2,9,4,68,68872
1065,27223,Zapatoca,Santander,21,21,4300,7494,4165,81,44,10,2736,436,757,177,40,6,2,11,68,68895
1066,28010,Buenavista,Sucre,26,26,4569,9865,4494,38,24,13,1648,1889,130,620,87,90,11,19,70,70110
1067,28020,Caimito,Sucre,29,29,4894,9281,4811,38,32,13,1147,2776,110,598,53,86,28,13,70,70124
1068,28045,Chalan,Sucre,13,13,2326,4554,2283,15,16,12,1256,862,14,103,27,5,6,10,70,70230
1069,28030,Coloso (ricaurte),Sucre,21,21,3760,7249,3681,32,32,15,1704,1499,86,333,33,3,12,11,70,70204
1070,28040,Corozal,Sucre,122,122,27099,46732,26620,242,185,52,9502,12741,1196,2746,261,28,39,107,70,70215
1071,28041,Coveñas,Sucre,33,33,5839,11979,5572,59,52,156,2255,2552,192,488,38,13,10,24,70,70221
1072,28042,El Roble,Sucre,27,27,4535,8219,4487,19,18,11,1114,2589,70,601,55,1,10,47,70,70233
1073,28048,Galeras (nueva Granada),Sucre,46,46,8061,16567,7865,100,61,35,4852,1778,206,730,116,7,16,160,70,70235
1074,28049,Guaranda,Sucre,40,40,5651,13259,5559,28,36,28,3858,920,83,576,79,9,15,19,70,70265
1075,28050,La Union,Sucre,28,28,4955,9643,4837,47,37,34,1193,2891,97,544,69,4,4,35,70,70400
1076,28055,Los Palmitos,Sucre,52,52,10657,18250,10510,66,46,35,2685,6609,207,717,113,73,44,62,70,70418
1077,28060,Majagual,Sucre,82,82,13356,26747,13147,83,80,46,8291,2204,179,2139,203,46,48,37,70,70429
1078,28080,Morroa,Sucre,40,40,7562,13401,7430,65,48,19,2439,3683,246,934,85,6,11,26,70,70473
1079,28100,Ovejas,Sucre,61,61,11370,20740,11188,82,60,40,4098,5588,236,800,230,99,99,38,70,70508
1080,28120,Palmito,Sucre,30,30,4767,10139,4692,24,30,21,1846,2137,107,507,59,5,10,21,70,70523
1081,28160,Sampues,Sucre,97,97,18615,32143,18212,172,158,73,4885,7276,472,4810,489,24,47,209,70,70670
1082,28180,San Benito Abad,Sucre,59,59,8393,19064,8286,33,35,39,3790,3427,122,735,125,17,44,26,70,70678
1083,28190,San Juan De Betulia (betulia),Sucre,34,34,6843,11514,6743,51,38,11,2257,3607,125,669,35,6,7,37,70,70702
1084,28200,San Marcos,Sucre,124,124,20717,43806,20291,159,177,90,7950,7060,457,4359,212,134,42,77,70,70708
1085,28220,San Onofre,Sucre,126,126,17753,42349,17242,125,236,150,5068,7242,450,4065,252,18,83,64,70,70713
1086,28240,San Pedro,Sucre,44,44,8468,16387,8292,81,64,31,3194,3683,202,1027,99,18,17,52,70,70717
1087,28260,Since,Sucre,75,75,13333,26060,13003,145,136,49,5212,5398,428,973,678,180,38,96,70,70742
1088,28001,Sincelejo,Sucre,519,519,108017,199012,105396,1349,1073,199,36558,53112,5911,7490,1048,257,217,803,70,70001
1089,28280,Sucre,Sucre,70,70,9057,20711,8927,40,41,49,5249,2039,129,1301,116,8,39,46,70,70771
1090,28300,Tolu,Sucre,64,64,12093,23358,11714,186,145,48,3139,6643,329,1356,112,82,13,40,70,70820
1091,28320,Toluviejo,Sucre,56,56,10127,18838,9934,90,63,40,3814,4003,257,1540,131,120,27,42,70,70823
1092,29004,Alpujarra,Tolima,13,13,2055,3632,2008,24,19,4,1476,189,124,194,15,0,7,3,73,73024
1093,29007,Alvarado,Tolima,26,26,3711,8492,3549,67,76,19,1696,835,442,369,141,13,10,43,73,73026
1094,29010,Ambalema,Tolima,21,21,3247,6792,3097,72,72,6,918,708,339,1050,52,16,4,10,73,73030
1095,29013,Anzoategui,Tolima,22,22,3520,7761,3424,41,36,19,2490,457,324,101,26,4,11,11,73,73043
1096,29016,Armero (guayabal),Tolima,28,28,4699,10041,4445,100,140,14,1955,1262,663,424,111,5,13,12,73,73055
1097,29019,Ataco,Tolima,49,49,7367,14776,7218,55,53,41,5208,539,348,960,116,12,14,21,73,73067
1098,29022,Cajamarca,Tolima,44,44,7935,16346,7542,192,154,47,4556,1428,1073,305,121,15,19,25,73,73124
1099,29025,Carmen De Apicala,Tolima,23,23,5194,8825,5029,92,60,13,3016,522,640,733,88,6,16,8,73,73148
1100,29028,Casabianca,Tolima,15,15,2658,5181,2581,34,27,16,1678,170,197,488,14,3,14,17,73,73152
1101,29040,Chaparral,Tolima,95,95,17889,38279,17218,300,262,109,10644,2668,1882,1333,602,22,29,38,73,73168
1102,29031,Coello,Tolima,24,24,3913,8063,3796,54,50,13,1262,1033,455,843,182,3,5,13,73,73200
1103,29034,Coyaima,Tolima,47,47,7253,17035,6974,81,118,80,3308,2644,278,426,281,9,13,15,73,73217
1104,29037,Cunday,Tolima,23,23,3549,7005,3463,21,28,37,2607,397,207,176,58,6,5,7,73,73226
1105,29043,Dolores,Tolima,22,22,3599,6748,3439,25,25,110,2434,459,287,144,79,3,11,22,73,73236
1106,29046,Espinal,Tolima,156,156,34963,59094,33428,656,787,92,15090,5191,6033,6150,489,318,101,56,73,73268
1107,29049,Falan,Tolima,16,16,2874,5828,2733,54,65,22,1307,486,291,360,248,7,14,20,73,73270
1108,29052,Flandes,Tolima,47,47,9731,17696,9338,184,189,20,4759,1516,1608,1075,297,31,17,35,73,73275
1109,29055,Fresno,Tolima,73,73,13008,26227,12570,178,212,48,7889,905,2458,1020,155,27,50,66,73,73283
1110,29058,Guamo,Tolima,73,73,13047,25524,12561,207,212,67,7753,1419,1578,1562,153,29,29,38,73,73319
1111,29061,Herveo,Tolima,19,19,2732,5801,2637,32,50,13,1725,223,442,196,23,2,9,17,73,73347
1112,29064,Honda,Tolima,54,54,11673,22774,11144,223,265,41,4454,1787,2425,2225,199,10,18,26,73,73349
1113,29001,Ibague,Tolima,1056,1056,254962,405893,246941,4188,3501,332,109905,41568,76458,12492,4674,417,390,1037,73,73001
1114,29067,Icononzo,Tolima,25,25,4358,8747,4223,64,57,14,1840,1413,470,380,74,6,11,29,73,73352
1115,29070,Lerida,Tolima,43,43,7639,15216,7370,122,123,24,2703,1779,1365,1201,201,86,15,20,73,73408
1116,29073,Libano,Tolima,81,81,16764,32618,16069,277,347,71,7087,4084,1768,2533,480,27,42,48,73,73411
1117,29076,Mariquita,Tolima,79,79,14805,28983,13898,415,411,81,6661,2522,3473,877,244,32,26,63,73,73443
1118,29079,Melgar,Tolima,77,77,16690,28370,16146,248,255,41,10030,1797,2412,1600,214,22,22,49,73,73449
1119,29080,Murillo,Tolima,11,11,1511,3736,1427,40,38,6,839,214,114,224,22,8,3,3,73,73461
1120,29082,Natagaima,Tolima,42,42,6688,15170,6468,85,99,36,2854,2197,558,625,208,6,12,8,73,73483
1121,29085,Ortega,Tolima,70,70,11548,23436,11092,130,216,110,6554,2481,625,960,287,109,28,48,73,73504
1122,29087,Palocabildo,Tolima,20,20,3646,7632,3512,68,42,24,2285,643,294,218,38,2,14,18,73,73520
1123,29088,Piedras,Tolima,17,17,2874,5783,2767,58,43,6,906,740,463,398,169,78,7,6,73,73547
1124,29089,Planadas,Tolima,56,56,8750,20156,8298,170,209,73,5148,1692,558,654,155,14,26,51,73,73555
1125,29091,Prado,Tolima,24,24,3939,7870,3834,52,30,23,2569,529,411,219,64,9,25,8,73,73563
1126,29094,Purificacion,Tolima,57,57,10712,20169,10351,167,145,49,4036,3003,1890,1094,232,36,21,39,73,73585
1127,29097,Rioblanco,Tolima,46,46,6456,15831,6157,132,94,73,4118,761,400,630,176,22,24,26,73,73616
1128,29100,Roncesvalles,Tolima,12,12,1908,4241,1836,46,22,4,1209,192,197,169,48,12,3,6,73,73622
1129,29103,Rovira,Tolima,60,60,8599,19484,8297,113,143,46,5759,851,769,708,140,21,23,26,73,73624
1130,29105,Saldaña,Tolima,34,34,6692,12628,6430,121,123,18,3465,977,1095,751,88,18,16,20,73,73671
1131,29106,San Antonio,Tolima,28,28,5361,10091,5203,68,66,24,3892,423,279,550,33,3,8,15,73,73675
1132,29109,San Luis,Tolima,33,33,6572,11257,6242,69,65,196,3838,532,718,1044,63,11,22,14,73,73678
1133,29112,Santa Isabel,Tolima,19,19,2792,5851,2742,22,20,8,1806,214,159,483,51,5,19,5,73,73686
1134,29115,Suarez,Tolima,13,13,2257,4475,2217,15,20,5,1339,223,230,386,30,1,2,6,73,73770
1135,29118,Valle De San Juan,Tolima,15,15,2590,4898,2543,19,17,11,2044,194,130,107,33,6,4,25,73,73854
1136,29121,Venadillo,Tolima,34,34,5703,11811,5514,80,94,15,2873,919,639,493,531,12,34,13,73,73861
1137,29124,Villahermosa,Tolima,24,24,3334,6987,3235,40,36,23,2324,386,216,251,33,6,8,11,73,73870
1138,29127,Villarrica,Tolima,16,16,2395,5043,2347,30,13,5,1829,286,89,85,37,3,3,15,73,73873
1139,31004,Alcala,Valle,32,32,5601,11534,5321,115,126,39,2542,873,1153,651,70,10,13,9,76,76020
