,código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,sergio fajardo,germán vargas lleras,humberto de la calle,promotores voto en blanco,viviane morales,jorge antonio trujillo sarmiento,cod_depto,cod_mun
1140,31007,Andalucia,Valle,54,54,9704,19464,9213,224,194,73,2894,2806,2295,1020,127,22,18,31,76,76036
1141,31010,Ansermanuevo,Valle,61,61,8379,19173,8071,117,128,63,5113,672,1550,582,54,19,17,64,76,76041
1142,31013,Argelia,Valle,20,20,2792,6269,2707,41,23,21,1852,221,348,262,13,4,3,4,76,76054
1143,31016,Bolivar,Valle,43,43,6818,13339,6614,106,69,29,3328,806,967,1371,85,15,8,34,76,76100
1144,31019,Buenaventura,Valle,602,602,87588,222511,82581,1713,2921,373,17561,46153,6207,8983,2000,457,275,945,76,76109
1145,31022,Buga,Valle,276,276,57527,102243,54967,1358,1101,101,16160,14964,17898,4154,1419,172,84,116,76,76111
1146,31025,Bugalagrande,Valle,61,61,10088,19444,9660,177,220,31,2645,3847,1922,978,212,24,11,21,76,76113
1147,31028,Caicedonia,Valle,80,80,13814,27749,13265,247,244,58,7630,1696,3209,312,160,211,21,26,76,76122
1148,31001,Cali,Valle,4286,4286,883239,1679894,850059,20753,10977,1450,246460,229929,283146,58363,23484,2886,1794,3997,76,76001
1149,31040,Calima (darien),Valle,48,48,6740,14169,6464,134,123,19,2630,1441,1724,519,79,19,11,41,76,76126
1150,31031,Candelaria,Valle,186,186,36122,71375,33628,1163,1212,119,7510,13629,7907,3301,884,79,78,240,76,76130
1151,31034,Cartago,Valle,301,301,57596,113031,55572,973,902,149,24317,6966,20058,2908,584,227,155,357,76,76147
1152,31037,Dagua,Valle,107,107,15913,35492,15162,332,339,80,7864,3172,2186,1486,270,106,29,49,76,76233
1153,31043,El Aguila,Valle,32,32,3960,7872,3838,42,57,23,2700,216,559,324,16,8,9,6,76,76243
1154,31046,El Cairo,Valle,22,22,2907,6654,2799,48,38,22,1788,298,294,376,27,4,5,7,76,76246
1155,31049,El Cerrito,Valle,139,139,26710,52880,25439,654,545,72,5514,9885,6284,2813,584,154,51,154,76,76248
1156,31052,El Dovio,Valle,34,34,4580,9809,4398,94,66,22,2519,625,684,515,28,3,16,8,76,76250
1157,31055,Florida,Valle,137,137,26149,50826,24919,618,526,86,5141,12907,4449,1705,487,72,43,115,76,76275
1158,31058,Ginebra,Valle,49,49,9427,16984,9005,223,172,27,3811,2283,1931,747,179,11,22,21,76,76306
1159,31061,Guacari,Valle,79,79,14846,27979,14111,345,337,53,3623,5751,2259,2094,264,29,26,65,76,76318
1160,31064,Jamundi,Valle,272,272,52625,103414,50198,1179,760,488,13391,15482,15587,3966,1092,266,101,313,76,76364
1161,31067,La Cumbre,Valle,38,38,6314,13134,6053,158,82,21,2703,1279,1065,839,124,13,4,26,76,76377
1162,31070,La Union,Valle,77,77,15616,26664,14868,300,403,45,8119,1279,4106,1159,113,35,37,20,76,76400
1163,31073,La Victoria,Valle,34,34,5823,11645,5605,113,89,16,2954,725,1001,790,65,8,6,56,76,76403
1164,31076,Obando,Valle,33,33,5385,11027,5128,93,139,25,1833,1204,894,1088,77,4,13,15,76,76497
1165,31079,Palmira,Valle,720,720,138514,265630,132140,3638,2428,308,32946,38663,43994,12037,3173,388,298,641,76,76520
1166,31082,Pradera,Valle,117,117,20614,40248,19424,534,558,98,4546,7828,4052,2314,437,138,45,64,76,76563
1167,31085,Restrepo,Valle,49,49,6694,15335,6398,145,125,26,2726,1151,1533,790,118,50,7,23,76,76606
1168,31088,Riofrio,Valle,45,45,7672,15730,7327,138,164,43,3634,1295,1598,486,99,128,23,64,76,76616
1169,31091,Roldanillo,Valle,92,92,16458,28848,15868,285,272,33,7252,2419,4496,1396,156,101,21,27,76,76622
1170,31094,San Pedro,Valle,47,47,7492,14788,7116,140,216,20,2322,1457,1568,1536,141,8,4,80,76,76670
1171,31097,Sevilla,Valle,104,104,17390,37297,16512,382,379,117,7490,2781,4197,1185,473,278,62,46,76,76736
1172,31100,Toro,Valle,40,40,5850,12674,5613,86,123,28,3407,488,1132,499,48,9,8,22,76,76823
1173,31103,Trujillo,Valle,49,49,7770,15806,7521,122,96,31,4491,1113,1172,496,95,117,15,22,76,76828
1174,31106,Tulua,Valle,428,428,88287,161358,84568,1886,1651,182,30280,18235,27267,5989,1815,366,163,453,76,76834
1175,31109,Ulloa,Valle,16,16,2190,4612,2131,26,27,6,1039,246,602,202,29,3,4,6,76,76845
1176,31112,Versalles,Valle,31,31,3569,7895,3468,50,42,9,2258,218,569,372,19,3,26,3,76,76863
1177,31115,Vijes,Valle,32,32,5413,10596,5103,96,102,112,2463,1302,833,363,88,11,20,23,76,76869
1178,31118,Yotoco,Valle,45,45,6993,14544,6648,175,147,23,2181,1495,1845,931,154,12,16,14,76,76890
1179,31121,Yumbo,Valle,266,266,51684,99517,49063,1405,1103,113,10230,21694,10580,4976,1175,112,77,219,76,76892
1180,31124,Zarzal,Valle,103,103,19108,37163,18221,423,412,52,4031,6449,4804,2367,406,43,45,76,76,76895
1181,68013,Buenos Aires (pacoa),Vaupes,4,4,181,1129,174,4,2,1,12,48,1,91,22,0,0,0,97,97511
1182,68004,Caruru,Vaupes,5,5,536,1674,524,10,1,1,55,293,14,143,16,0,1,2,97,97161
1183,68001,Mitu,Vaupes,47,47,5367,16148,5255,52,43,17,856,1948,509,848,1051,7,17,19,97,97001
1184,68010,Morichal (papunagua),Vaupes,1,1,23,103,22,0,0,1,0,7,0,10,5,0,0,0,97,97777
1185,68017,Taraira,Vaupes,5,5,375,1466,362,8,5,0,62,130,21,123,23,0,0,3,97,97666
1186,68022,Yavarate,Vaupes,4,4,298,1017,296,2,0,0,28,88,8,144,24,1,3,0,97,97889
1187,72006,Cumaribo,Vichada,58,58,4193,19585,4048,57,64,24,1037,2047,285,560,62,11,21,25,99,99773
1188,72008,La Primavera,Vichada,23,23,3288,7116,3220,33,23,12,2403,261,178,343,16,5,1,13,99,99524
1189,72001,Puerto Carreño,Vichada,53,53,6998,18553,6824,95,51,28,4018,829,937,868,114,5,23,30,99,99001
1190,72002,Santa Rosalia,Vichada,10,10,1498,3197,1479,13,5,1,1008,107,113,191,15,2,43,0,99,99624
